Gene = NIT2
Position 11924: 0.0020212209170967594
Position 14994: 0.0020015394130914106
Position 16487: 0.001955918680694489
Position 21286: 0.0018459622044155
Position 8722: 0.0017745969007696234
Position 12960: 0.0016859601690787374
Position 9637: 0.0016251426710665253
Position 3809: 0.0014196058893731238
Position 1339: 0.0014077580797928774
Position 11870: 0.0013712968484409177
Position 5575: 0.0013671336123503661
Position 4978: 0.0012794396527053184
Position 23784: 0.0012479943844623189
Position 369: 0.0012242801801413215
Position 833: 0.0012193922708904578
Position 9989: 0.0012189935564758845
Position 15400: 0.0012058550624532984
Position 4061: 0.00117677613582157
Position 3460: 0.001158820988189107
Position 19905: 0.0010959157330725372
Position 18603: 0.001087659225141415
Position 1822: 0.0010822716425501332
Position 8071: 0.0010790938367105252
Position 2029: 0.0010708464393187288
Position 4343: 0.0010045904815851282
Position 1286: 0.00093469840737412
Position 8280: 0.0009175487268051337
Position 13024: 0.0009080231051170984
Position 4414: 0.0008970116404103227
Position 563: 0.0008875985051615244
Position 3883: 0.0008842131753657532
Position 13426: 0.0008698630224027766
Position 3853: 0.0008210532865450663
Position 20261: 0.0008204677150919713
Position 13454: 0.000815493822347049
Position 1057: 0.0008007638678692621
Position 3473: 0.0007745516883199282
Position 22961: 0.0007059327640080341
Position 5419: 0.0006815922297105528
Position 15448: 0.0006616712296891403
Position 4849: 0.0006350258563112282
Position 477: 0.0006175360229147834
Position 13020: 0.0006099807943165862
Position 7588: 0.0005839265561462177
Position 12311: 0.0005586510353957979
Position 14434: 0.0005519521892792129
Position 2552: 0.0005498352565008917
Position 756: 0.0005286156021474613
Position 1515: 0.0005268420771681012
Position 15057: 0.00052161327886605
Position 16490: 0.0005011343809831033
Position 290: 0.00048321617189366647
Position 773: 0.00045130694737213225
Position 11185: 0.00044702960932060834
Position 8440: 0.00043664209531861904
Position 591: 0.000419473601262773
Position 1417: 0.0004164877387950432
Position 13856: 0.0003901549329571965
Position 7568: 0.00037957604043626226
Position 1350: 0.0003788032224085887
Position 3085: 0.00037776608572248063
Position 1309: 0.00037481593008680377
Position 2219: 0.00034787695660606324
Position 14781: 0.00034605841584650225
Position 5056: 0.00034024117329718625
Position 14955: 0.0003336130354796441
Position 4729: 0.00033218117430764294
Position 5022: 0.00033116429892775245
Position 576: 0.0003231801083691808
Position 5857: 0.00028601419311202704
Position 4202: 0.0002819786485108787
Position 20592: 0.00027563184302092735
Position 3436: 0.0002625918256158503
Position 20453: 0.00025697782481274813
Position 2666: 0.0002218823208120401
Position 7835: 0.000221804627318654
Position 460: 0.00021397172214554134
Position 5019: 0.0001990478320513059
Position 5822: 0.0001913549276396809
Position 5138: 0.00018488406162804077
Position 2231: 0.0001838401312645908
Position 1790: 0.00018293819834725843
Position 872: 0.00018291509668786284
Position 3113: 0.0001742672915476731
Position 657: 0.00017193860134155327
Position 15082: 0.0001717275692515362
Position 15681: 0.00016847431158555125
Position 14368: 0.00016096912941207715
Position 16279: 0.00015548719186314196
Position 14457: 0.00015427813095893235
Position 15811: 0.00015037952632141106
Position 1370: 0.00014772268505437795
Position 6692: 0.00014197179356198307
Position 522: 0.00014183926660888652
Position 1470: 0.00012062192650878203
Position 15103: 0.00010303711532394821
Position 1837: 8.9002115941318e-05
Position 7529: 8.213566526069416e-05
Position 5053: 7.984900979899915e-05
Position 5628: 6.918089021158462e-05
Position 17935: 6.872254606938524e-05
Position 18357: 6.514443247937893e-05
Position 19093: 6.295188417146962e-05
Position 13788: 6.0962885492523304e-05
Position 9117: 5.654289682784407e-05
Position 14483: 5.467776457770878e-05
Position 8921: 4.690444195649822e-05
Position 1393: 4.1843546245784376e-05
Position 184: 4.1255663951758824e-05
Position 3751: 3.832687465096327e-05
Position 16174: 3.808928286577122e-05
Position 1012: 3.6726317872353656e-05
Position 14623: 3.5649854720160015e-05
Position 1567: 3.5403306614582966e-05
Position 226: 3.49762349006768e-05
Position 1738: 3.321887007671899e-05
Position 1629: 2.862094994659392e-05
Position 1576: 2.7706836175972005e-05
Position 1367: 2.5029072596322946e-05
Position 3015: 1.983758351237627e-05
Position 778: 1.8831979704181923e-05
Position 17890: 1.701507925931315e-05
Position 1845: 1.6038295431164183e-05
Position 1975: 1.6005482222709514e-05
Position 4818: 1.4379328794596696e-05
Position 2062: 1.3692159631244479e-05
Position 1970: 1.2790084635093296e-05
Position 2988: 1.1067965065628922e-05
Position 957: 1.1039962661996356e-05
Position 15204: 1.0123074921228709e-05
Position 1481: 9.775554543647322e-06
Position 2161: 9.248703221855967e-06
Position 14665: 8.658883230008064e-06
Position 1017: 8.138977650881902e-06
Position 1935: 7.569422897517412e-06
Position 415: 6.449452794069338e-06
Position 899: 5.160048212648422e-06
Position 7092: 5.063680558867143e-06
Position 2010: 4.570782369559655e-06
Position 11629: 2.9222181374365326e-06
Position 371: 2.8818484791896777e-06
Position 883: 2.580263312571766e-06
Position 5555: 2.212290537064598e-06
Position 949: 2.1937529287699186e-06
Position 806: 1.5632732675297884e-06
Position 317: 1.1337661267237498e-06
Position 6057: 1.0191372938055626e-06
Position 1824: 9.92354212348504e-07
Position 1762: 9.27739788327471e-07
Position 2088: 4.7253751402248095e-07
Position 3431: 4.3399145669354377e-07
Position 7268: 2.229936528953524e-07
Position 327: 1.562776118716255e-07
Position 485: 7.92106214846263e-08
Position 2302: 4.978694652230288e-08
Position 787: 3.261151088307104e-08
Position 907: 3.25884027839897e-08
Position 311: 1.9540986591023292e-08
Position 321: 1.8153633331129178e-08
Position 2276: 1.4855516594701002e-08
Position 123: 1.1810635634448565e-09
Position 839: 4.78312124939542e-10
Position 850: 1.9843444670327209e-10
Position 155: 1.3866376571681046e-10
Position 146: 1.6653056111439984e-11
Position 129: 2.9620452449723918e-12
Position 86: 2.4036104729874207e-12
Position 102: 1.6854300072156225e-12
Position 69: 2.3624343910300047e-13
Position 88: 4.917757872193998e-14
