Gene = fln
Position 1371: 6.705746274988502e-07
Position 722: 5.014700026782831e-07
Position 289: 4.090780814071202e-07
Position 585: 3.365053663889606e-07
Position 1007: 1.8518820562453667e-07
Position 1120: 1.197625404124148e-07
Position 1256: 9.315088353382151e-08
Position 1133: 7.510221788761022e-08
Position 615: 6.37154150305675e-08
Position 725: 5.2838025076225505e-08
Position 695: 5.025399216957362e-08
Position 579: 2.4020911643657612e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 915: 0.9575054006012833
Position 585: 0.6653494586640403
Position 1133: 0.35251095706484803
Position 261: 0.12156101674962048
Position 1378: 0.04254544663962134
Position 572: 0.041876237187378366
Position 552: 0.03319056767461035
Position 304: 0.031017269629910204
Position 954: 0.02753452519588531
Position 1593: 0.027233915475142194
Position 1291: 0.01620028840437757
Position 596: 0.013149926963405152
Position 1354: 0.009643329448633164
Position 1633: 0.007874306898410401
Position 1139: 0.007083303433431568
Position 1573: 0.006676397853297243
Position 428: 0.004798744960513516
Position 1247: 0.0037763141559022492
Position 1230: 0.002822648618383165
Position 1382: 0.002675634222106812
Position 1167: 0.002405130391122479
Position 173: 0.001970015552534538
Position 115: 0.0018119440446484653
Position 602: 0.0010328594712901646
Position 1322: 0.0009633210627538686
Position 605: 0.0009600646936696708
Position 1332: 0.00082981644998482
Position 517: 0.0008036672799552704
Position 1266: 0.0006083831544677969
Position 159: 0.0005251791453525653
Position 686: 0.000481248610113737
Position 92: 0.000451098926033919
Position 829: 0.00023843954244636076
Position 1033: 0.00016576504344913108
Position 471: 8.382944839807288e-05
Position 712: 8.370943982115687e-05
Position 1598: 8.231414923671994e-05
Position 453: 5.7580625624261247e-05
Position 192: 5.700454279548454e-05
Position 185: 5.342730670059591e-05
Position 816: 5.0567023666709955e-05
Position 450: 5.013524316178868e-05
Position 658: 4.347976486837238e-05
Position 1256: 3.290736217813234e-05
Position 1386: 3.206324162372289e-05
Position 397: 2.934640044073298e-05
Position 311: 2.9089086618226604e-05
Position 122: 2.7227038962795628e-05
Position 1208: 2.5428679383087403e-05
Position 874: 2.4558373876956353e-05
Position 1107: 2.223964472007955e-05
Position 803: 2.027269614836257e-05
Position 1104: 1.6431211058966737e-05
Position 319: 1.3739701482121105e-05
Position 720: 1.2307065302417957e-05
Position 637: 1.2284275741228978e-05
Position 534: 1.1966959457601298e-05
Position 210: 1.048659474847944e-05
Position 643: 7.940140617726627e-06
Position 1007: 6.287193138170654e-06
Position 368: 5.169151046186444e-06
Position 1449: 3.7883569215043543e-06
Position 800: 3.7166585839709083e-06
Position 1026: 3.1112524788585356e-06
Position 634: 3.060961926618921e-06
Position 849: 3.009109577587232e-06
Position 770: 2.8201094452551083e-06
Position 922: 2.759548249273276e-06
Position 109: 2.6039831734635466e-06
Position 66: 2.365990851802765e-06
Position 71: 1.92599130135498e-06
Position 1270: 1.920613160850884e-06
Position 379: 1.7294423819801997e-06
Position 1071: 1.6558455550948421e-06
Position 212: 1.6025296581917629e-06
Position 640: 1.4854235570175016e-06
Position 1390: 1.4747077054865522e-06
Position 1169: 1.3161256801527336e-06
Position 52: 1.0678894419835968e-06
Position 457: 8.716753951632888e-07
Position 1459: 4.1371979301483644e-07
Position 751: 1.2113574464716544e-07
Position 782: 1.0209719212299445e-07
Position 764: 1.0121078792642944e-07
Position 1444: 7.819895209236748e-08
Position 1080: 5.090912006138821e-08
Position 748: 4.520787700622971e-08
Position 1313: 2.3320641226330193e-08
Position 201: 2.2797051595276854e-08
Position 519: 1.6197893611321617e-08
Position 1602: 1.2893815087336545e-08
Position 1077: 1.2740550357716619e-08
Position 773: 9.068212755953829e-09
Position 693: 4.809222672062949e-09
Position 766: 8.453857982455248e-13
