Gene = enc
Position 18537: 0.0005146042653976725
Position 19259: 0.0004945467555431435
Position 14084: 0.0004804016866995956
Position 19286: 0.0004667556237958335
Position 19306: 0.00041585394707392156
Position 18399: 0.0003472999928850391
Position 18920: 0.0003259559003390899
Position 2556: 0.0003239989186934516
Position 889: 0.0002897151547894756
Position 14850: 0.0002862360551008271
Position 14595: 0.00028329015877064226
Position 20670: 0.00027170197127846874
Position 15298: 0.0002652785614446068
Position 19103: 0.0002538472512662259
Position 17111: 0.0002532735622858975
Position 877: 0.0002524991354642534
Position 14472: 0.000243250987835311
Position 894: 0.00024225443121179187
Position 14996: 0.00021264377945306559
Position 18702: 0.00019381061315654888
Position 20822: 0.00019240139756777788
Position 19160: 0.00015571800041456286
Position 14088: 0.0001531366225202551
Position 983: 0.00015050459080809985
Position 19173: 0.00014141352966403364
Position 5515: 0.00011388944134567417
Position 14292: 0.00010910835677829757
Position 18602: 0.00010694415760733958
Position 273: 0.00010287306969195609
Position 14634: 0.00010246006739239542
Position 14607: 9.851367328165497e-05
Position 16767: 9.299150953731481e-05
Position 18906: 9.015488418484816e-05
Position 16151: 8.311937428516145e-05
Position 14290: 7.981841499803964e-05
Position 900: 7.385329156869615e-05
Position 315: 5.5260916758360716e-05
Position 19742: 5.184059199171957e-05
Position 14665: 4.254831057309716e-05
Position 591: 3.784161098988564e-05
Position 16560: 3.593844151255973e-05
Position 14704: 3.469620949414448e-05
Position 20999: 3.415552435503435e-05
Position 19505: 3.3558654971532366e-05
Position 1068: 2.6349299674333137e-05
Position 2110: 2.2630390567382396e-05
Position 995: 1.930365874174467e-05
Position 644: 1.843014795051916e-05
Position 18085: 1.683671587360548e-05
Position 21452: 1.5938024068049673e-05
Position 492: 1.3349367880155252e-05
Position 14482: 1.2539370539828123e-05
Position 21221: 1.1953034724361943e-05
Position 155: 1.1916941626550562e-05
Position 1378: 1.1835648670213214e-05
Position 14185: 1.1697322374243216e-05
Position 21264: 1.0543367301744106e-05
Position 246: 1.008200331557539e-05
Position 14868: 1.0053861752703737e-05
Position 14338: 8.936782614774685e-06
Position 1247: 8.697314831646454e-06
Position 14411: 7.945896363143304e-06
Position 17824: 7.673588494536579e-06
Position 14431: 7.420830241438206e-06
Position 1103: 7.2545116707721e-06
Position 15358: 6.972594647907156e-06
Position 15380: 6.08922669441559e-06
Position 2117: 5.894878513755304e-06
Position 3447: 5.252108992863911e-06
Position 15514: 4.567379552457511e-06
Position 14298: 4.233351472512988e-06
Position 859: 4.148574149466121e-06
Position 743: 4.069679581932993e-06
Position 19157: 4.025122967601741e-06
Position 20089: 3.7389666293024603e-06
Position 19706: 3.6945932483012073e-06
Position 20317: 3.692242948534991e-06
Position 14610: 3.410439635424798e-06
Position 303: 3.2249964018259236e-06
Position 107: 3.1066636590515892e-06
Position 19397: 2.9825554844684295e-06
Position 20811: 2.959639616715251e-06
Position 475: 2.95198372984995e-06
Position 14304: 2.572985637040812e-06
Position 19139: 2.2862116505283507e-06
Position 13400: 2.1213619049398394e-06
Position 301: 1.94788047156365e-06
Position 14571: 1.800915161339231e-06
Position 1720: 1.4863889900452055e-06
Position 13085: 1.2819217657142339e-06
Position 137: 1.1995959291014714e-06
Position 157: 1.1731705980533177e-06
Position 13670: 1.084639762766565e-06
Position 14221: 9.983423532668286e-07
Position 1429: 5.593281290642204e-07
Position 19067: 5.488748806659567e-07
Position 19054: 5.118619532977767e-07
Position 14476: 4.3275238749560886e-07
Position 18356: 4.3127929271989686e-07
Position 17832: 4.0060740382585415e-07
Position 18396: 3.9896661018740325e-07
Position 2748: 3.5259643637511406e-07
Position 13460: 3.410644684544019e-07
Position 1441: 3.268828050511745e-07
Position 1364: 2.970486703520874e-07
Position 14268: 2.777653519680634e-07
Position 18830: 2.4321310298434387e-07
Position 120: 2.0493321228597656e-07
Position 260: 1.2803304005370544e-07
Position 333: 5.444375039967411e-08
Position 12: 4.7635894696037754e-08
Position 14754: 4.175523688537729e-08
Position 282: 3.262374359156315e-08
Position 381: 3.0649583748782786e-08
Position 400: 2.6249474764588697e-08
Position 365: 2.0392510987912445e-08
Position 15141: 1.617529729113443e-08
Position 427: 1.5293821005812218e-08
Position 19262: 1.473337602565876e-08
Position 18852: 1.3832769006551383e-08
Position 15103: 7.006132449355204e-09
Position 15032: 6.275744858765914e-09
Position 15115: 5.673825378606777e-09
Position 38: 3.475031424356502e-09
Position 14488: 2.745917873097077e-09
Position 387: 2.1673199459456382e-09
Position 63: 6.205171499967136e-10
Position 21119: 6.088700062187768e-10
Position 18153: 5.386054590192473e-10
Position 15269: 3.941290057940056e-10
Position 18078: 3.561916201608597e-10
Position 14936: 2.382888180072055e-10
Position 14213: 2.1071651857596107e-10
Position 848: 1.6249148896484498e-10
Position 544: 1.5176569384577827e-10
Position 15850: 2.2182526313592606e-11
Position 533: 1.0759685476628866e-11
Position 551: 2.108841606048588e-12
Position 563: 1.2891838233914962e-12
Position 478: 7.038888045712497e-13
Position 14189: 5.636967885241857e-14
Position 514: 1.0346239035300612e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 14776: 0.9951117315405317
Position 14176: 0.9880663731567729
Position 20744: 0.9879575435306414
Position 18319: 0.985674546277221
Position 13041: 0.9845206812982842
Position 14392: 0.983731934894618
Position 17342: 0.936819934989917
Position 18988: 0.7660349996075435
Position 20953: 0.7484610004911675
Position 10739: 0.7235519485652392
Position 13922: 0.7059627770077722
Position 21387: 0.4549816557194282
Position 13937: 0.27984770412245846
Position 21107: 0.26073087079790114
Position 374: 0.23790003670096804
Position 18982: 0.23361712708081797
Position 22608: 0.20014282202194386
Position 11402: 0.16683108366039143
Position 20926: 0.16330840132515254
Position 18808: 0.0901860551869265
Position 10841: 0.08775586919617231
Position 23018: 0.08424203201054192
Position 21911: 0.06160979464333794
Position 11558: 0.06094960172038971
Position 15591: 0.0533198072599914
Position 8122: 0.050260345558490516
Position 18074: 0.048578836556613325
Position 21930: 0.047298236309477826
Position 9708: 0.044421600447612966
Position 11589: 0.04409278259070393
Position 17385: 0.042342954991779085
Position 299: 0.04193138573850612
Position 841: 0.040408623981318156
Position 19825: 0.038162375477640266
Position 986: 0.0325583402496099
Position 921: 0.028958387022942157
Position 22255: 0.02824815060494792
Position 21530: 0.025043711526222503
Position 19363: 0.024155420717496615
Position 21140: 0.022754090906698627
Position 11545: 0.021232018317590674
Position 13771: 0.021150200333038747
Position 19848: 0.01964969637040279
Position 13774: 0.01961688872735485
Position 1043: 0.018724187653145638
Position 1198: 0.018258099927768445
Position 21080: 0.016007151284479392
Position 20234: 0.015757445753981414
Position 14512: 0.015268093869795435
Position 14404: 0.0150415905395428
Position 18059: 0.01479998746893164
Position 16546: 0.01479931517158797
Position 12911: 0.01284991494320906
Position 19477: 0.011837028353142981
Position 14205: 0.011812999389175117
Position 18805: 0.011635525678045634
Position 20767: 0.011383145308723298
Position 21965: 0.011218712866941122
Position 18349: 0.010689256365200248
Position 16632: 0.010434902111873997
Position 21122: 0.010075174256124924
Position 15362: 0.009024456696879493
Position 8137: 0.00888088658633135
Position 21094: 0.008439364415766173
Position 21927: 0.007838759517359418
Position 1007: 0.007204044641776235
Position 2141: 0.006323717024888023
Position 876: 0.006061505462711414
Position 5947: 0.005824561503646655
Position 22846: 0.005668597094630155
Position 20180: 0.005228265892725932
Position 7894: 0.004740613079000226
Position 7636: 0.00466494530118851
Position 20891: 0.0045011243432505526
Position 5684: 0.004436388675124618
Position 18098: 0.0043971040685224835
Position 15115: 0.0042497276784859515
Position 21815: 0.0041012203888690915
Position 18027: 0.003962253321996526
Position 15195: 0.003551192012224231
Position 21142: 0.003432071685044597
Position 333: 0.0033262018745712
Position 17195: 0.003180890571148679
Position 16399: 0.003113658764262045
Position 13939: 0.0030808774563946977
Position 14041: 0.0029300475544413534
Position 15368: 0.0027309601341655
Position 2127: 0.0025852841594615223
Position 9033: 0.002433991774265967
Position 20044: 0.0023193276666602664
Position 2192: 0.0022115856626391977
Position 20021: 0.0021156847537808833
Position 1078: 0.0019417121900092557
Position 19901: 0.001678678416030838
Position 495: 0.0015808964066356616
Position 3938: 0.0015726699110423393
Position 16564: 0.0015422430595668512
Position 2617: 0.0014701885651894266
Position 16011: 0.0014281684554529792
Position 21334: 0.0013969798826817346
Position 15129: 0.0012391605353022125
Position 15875: 0.0010440536632167477
Position 15088: 0.000983892494928144
Position 3935: 0.0009501634370166987
Position 3111: 0.000867228517650453
Position 400: 0.0008533588662694777
Position 1016: 0.0008014732881154883
Position 492: 0.0007970102639395174
Position 1001: 0.0007367976446844763
Position 18380: 0.0006588377314616561
Position 18330: 0.0006494048564861532
Position 17415: 0.0006328942417101179
Position 17421: 0.000632280416847006
Position 14579: 0.0006296116854787903
Position 22323: 0.0006279056205349115
Position 591: 0.0005871157423124787
Position 20992: 0.0005248547430083485
Position 597: 0.0005023727968269564
Position 17600: 0.0004564433484394563
Position 20156: 0.00040938000623887464
Position 1501: 0.0004033356511156116
Position 12839: 0.00039894018164111927
Position 20069: 0.00038327470056961135
Position 18435: 0.0003434258919515789
Position 2064: 0.00033780506353857083
Position 15663: 0.0003015903188453419
Position 14606: 0.00029968585997287405
Position 1785: 0.0002960913440655248
Position 21146: 0.00025866719272006107
Position 19898: 0.0002564420769298492
Position 18432: 0.00025263417223620426
Position 15610: 0.00025152353136447426
Position 15705: 0.00025052327144650606
Position 17316: 0.000245222504718039
Position 15944: 0.00024481394114596745
Position 13954: 0.00022955801521993405
Position 15900: 0.00021283966258237125
Position 17287: 0.000209710735353419
Position 959: 0.00019046329392128324
Position 15306: 0.00018746498795964642
Position 14919: 0.00017895146045636114
Position 15103: 0.00015433633770144258
Position 15598: 0.0001457549214308736
Position 15229: 0.00013555620343695072
Position 15225: 0.0001292228918240898
Position 15085: 0.00012918307920713645
Position 16476: 0.00012540082478837308
Position 14518: 0.00011233490163232423
Position 20728: 0.00010679642713757439
Position 18847: 0.00010433061879320115
Position 14735: 0.000103903771863498
Position 15371: 0.00010272824332303786
Position 15202: 0.00010046949055731794
Position 14571: 9.880915886628725e-05
Position 2790: 9.151120989531517e-05
Position 2887: 8.517521803793877e-05
Position 21180: 8.188254969125282e-05
Position 14550: 7.605421761963726e-05
Position 2343: 7.430112226935052e-05
Position 15242: 6.832223396499217e-05
Position 21175: 6.560961390710133e-05
Position 5866: 6.506184447933763e-05
Position 5398: 6.384928867251081e-05
Position 18451: 6.0378882665220195e-05
Position 15389: 5.9021448031646034e-05
Position 15418: 5.864921298845528e-05
Position 16844: 5.808830565803227e-05
Position 18476: 5.0672955050830547e-05
Position 5106: 5.0040152673163346e-05
Position 16817: 4.093593563418624e-05
Position 16371: 3.976768207141888e-05
Position 2363: 3.813605139365519e-05
Position 14647: 3.4677019857075965e-05
Position 478: 3.1522458483048816e-05
Position 15657: 2.719424379542955e-05
Position 21291: 2.541802642147144e-05
Position 848: 2.1453325665899568e-05
Position 14071: 2.1391843568082075e-05
Position 551: 1.895262587747299e-05
Position 16065: 1.8823078483131878e-05
Position 18905: 1.5795105234626894e-05
Position 18841: 1.5678445571654606e-05
Position 18529: 1.560673705661745e-05
Position 612: 1.3265441575121845e-05
Position 21047: 1.195498786470092e-05
Position 19792: 1.0641239263745727e-05
Position 14128: 9.051580779262714e-06
Position 19580: 8.85315506472137e-06
Position 18386: 8.578277512172803e-06
Position 19139: 8.44880750812439e-06
Position 2817: 7.1331250740236894e-06
Position 18559: 6.636368099203742e-06
Position 14443: 5.359236506339836e-06
Position 18532: 5.342929512948486e-06
Position 644: 4.290447228839312e-06
Position 14431: 4.132472417552846e-06
Position 2028: 4.049390759304055e-06
Position 882: 3.3824840230160385e-06
Position 15141: 3.365589071085968e-06
Position 1492: 2.90218365779639e-06
Position 3042: 2.5448037026776317e-06
Position 1086: 2.4103298816932595e-06
Position 1170: 2.1025718562188707e-06
Position 14261: 1.8783408555183994e-06
Position 2067: 1.843973186179478e-06
Position 683: 1.8051932666878156e-06
Position 169: 1.7416952206218692e-06
Position 811: 1.6056773506638584e-06
Position 1288: 1.5540115080708034e-06
Position 3119: 1.4667715616629629e-06
Position 544: 1.2581451049876063e-06
Position 889: 1.2477067186305838e-06
Position 15384: 8.946505624771669e-07
Position 686: 8.438488969002342e-07
Position 14849: 5.715444390756032e-07
Position 508: 3.6663713330495064e-07
Position 14824: 3.616553733713405e-07
Position 15145: 2.548694146499426e-07
Position 19005: 2.186686099725082e-07
Position 18967: 1.8807818282086158e-07
Position 14740: 1.4688207132028039e-07
Position 14859: 1.338646872980594e-07
Position 15256: 1.0438735660657949e-07
Position 15209: 9.553574264171508e-08
Position 180: 8.020288059318075e-08
Position 155: 5.174277303284828e-08
Position 73: 3.5868197239122676e-08
Position 14813: 3.220239667305797e-08
Position 615: 1.9815776955261757e-08
Position 230: 1.2637356300407723e-08
Position 14457: 6.907066617809274e-09
Position 277: 5.669061082910922e-09
Position 184: 4.498993098400436e-09
Position 227: 2.633912737400553e-09
Position 14988: 2.3706509490307062e-09
Position 201: 1.1802116854908556e-09
Position 14985: 7.851603255944505e-10
Position 19017: 1.0921800081192414e-10
Position 1515: 4.221100475716066e-11
Position 195: 3.6813750553986567e-11
Position 475: 1.6178001653819633e-11
Position 111: 1.4065470171151057e-11
Position 114: 1.4054278594389811e-11
Position 254: 6.379638106599243e-12
Position 120: 2.756595590595052e-12
Position 246: 4.664635076683129e-15
Position 186: 1.3166925542890734e-18
