Gene = TMIE
Position 8533: 0.00022814696498061338
Position 242: 0.00021872666109362738
Position 447: 0.00018751978650180043
Position 97: 0.00016954866893721058
Position 8762: 0.00016194041396357003
Position 144: 0.0001615908973664912
Position 4761: 0.00016139160827363831
Position 8768: 0.00014597140595805792
Position 465: 0.00013402490543144448
Position 1489: 0.00012940546035812136
Position 4066: 0.00012921389074297134
Position 5905: 0.0001227787405389139
Position 4771: 0.00011013175952131114
Position 440: 0.00010124958244963391
Position 3936: 9.853347681118254e-05
Position 8420: 9.849764048417522e-05
Position 4149: 9.502372459903851e-05
Position 2698: 9.193580661450282e-05
Position 2866: 8.497474087264668e-05
Position 4758: 7.08319756166195e-05
Position 8770: 4.8450170933178086e-05
Position 8600: 4.374470641480169e-05
Position 1310: 3.501730552406272e-05
Position 1624: 3.457317340755418e-05
Position 771: 3.213370589215648e-05
Position 3028: 2.9188646008515632e-05
Position 2207: 1.03405176731668e-05
Position 7906: 9.598763964038922e-06
Position 1635: 9.498137974981458e-06
Position 1300: 7.678301790353755e-06
Position 2020: 6.59336219917237e-06
Position 1393: 6.369631097571838e-06
Position 8087: 5.767315376312959e-06
Position 8282: 5.728539372223966e-06
Position 214: 5.5678880863188154e-06
Position 227: 5.4825732787658945e-06
Position 2240: 4.583182642723476e-06
Position 7947: 4.345334017579845e-06
Position 595: 4.164991683241292e-06
Position 940: 3.7104411783105623e-06
Position 670: 3.434244290249092e-06
Position 1432: 3.0938586983633077e-06
Position 1076: 2.7988123764005723e-06
Position 1036: 2.2340380195168494e-06
Position 981: 2.07095952700989e-06
Position 1096: 1.945891480988357e-06
Position 930: 1.890831825069077e-06
Position 1630: 1.4348252601996469e-06
Position 821: 1.3402278494804388e-06
Position 1491: 1.252770350873357e-06
Position 1827: 1.196642179926736e-06
Position 883: 1.040015655899761e-06
Position 1159: 9.13344664489396e-07
Position 1329: 7.332550758661274e-07
Position 188: 6.241491983822672e-07
Position 370: 5.163438463450151e-07
Position 873: 3.6218512567336e-07
Position 1484: 3.535993935557678e-07
Position 1359: 3.467683196873505e-07
Position 626: 3.391355408842235e-07
Position 8293: 3.022852538268222e-08
Position 119: 1.6185697775893978e-08
Position 8608: 7.118582903848182e-09
Position 8535: 4.348731856410192e-09
Position 487: 3.3425596587638437e-09
Position 1327: 3.2416897063238964e-09
Position 337: 2.414341372487367e-09
Position 281: 2.090895885002121e-09
Position 67: 4.0956862035445385e-12
Position 705: 3.43738651428942e-12
Position 54: 4.806917714935457e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 7792: 0.9860420367793711
Position 8245: 0.9811730040577723
Position 4456: 0.8777248482613454
Position 7153: 0.6293798965479187
Position 3857: 0.26041183369411236
Position 1673: 0.19284888408787118
Position 3820: 0.079397735552337
Position 2306: 0.04460761291025821
Position 4640: 0.03462861306476686
Position 8627: 0.031017746632004916
Position 7057: 0.0298190017000022
Position 1853: 0.02617466893989901
Position 1822: 0.023944895647299114
Position 8678: 0.02326286856201233
Position 6989: 0.021713062369951464
Position 5877: 0.01780972825856455
Position 7498: 0.015344920242149989
Position 4215: 0.01482603391307281
Position 8649: 0.012766664216004404
Position 1894: 0.012117842278929833
Position 8032: 0.010863849848821178
Position 9303: 0.010140144224698637
Position 6649: 0.009907074919371489
Position 8035: 0.009456090612049531
Position 5748: 0.008239931067367716
Position 1697: 0.008056817939910884
Position 7760: 0.007747816260648628
Position 2269: 0.007685653850708703
Position 7157: 0.00747205108526939
Position 9286: 0.006883898986326892
Position 8182: 0.0067140969409617045
Position 1740: 0.005169347515600618
Position 8247: 0.0050409737008594475
Position 4901: 0.0050220904564289666
Position 1456: 0.004399883430355289
Position 4400: 0.0041248689299170395
Position 1691: 0.0039270960813915816
Position 5140: 0.0033802222840948687
Position 2073: 0.003305535271200552
Position 9220: 0.003302489013671064
Position 1870: 0.0025593693523181817
Position 6751: 0.0023749329451441237
Position 5152: 0.0021335444466098145
Position 642: 0.0020874601931968368
Position 6953: 0.002032999184903976
Position 5701: 0.0019954513584308276
Position 4691: 0.001942479611477202
Position 6771: 0.0018896933873089167
Position 2658: 0.0017742030113332414
Position 7842: 0.0016940619730066366
Position 7094: 0.0016322132718307098
Position 4781: 0.0014454326733816672
Position 7766: 0.0013862790944326
Position 4187: 0.0013537347239848175
Position 5666: 0.0013091959310271553
Position 607: 0.0013002362210394608
Position 3759: 0.0011807605883696068
Position 7032: 0.0011655527916273024
Position 5060: 0.001067851802341646
Position 8597: 0.00106758031983759
Position 8450: 0.0009538100677100082
Position 4461: 0.0009336308673449022
Position 3676: 0.0008551400406987777
Position 3767: 0.0008490873319799828
Position 4477: 0.0008076103624179078
Position 2385: 0.0007245983870837976
Position 5792: 0.0007073568938663265
Position 4667: 0.0006830589102872275
Position 8073: 0.0006596836914657681
Position 9448: 0.0006330920216622228
Position 9160: 0.000632287089468737
Position 8068: 0.0006156270755324429
Position 5057: 0.0006119265649905063
Position 8855: 0.0005694296380596943
Position 1901: 0.0005305153896129499
Position 3705: 0.0005229518629756133
Position 2165: 0.0004963208818286469
Position 9239: 0.0004717852019795648
Position 811: 0.000443874218666824
Position 4168: 0.0004358812441125695
Position 7195: 0.0004347932482019282
Position 8507: 0.000432273686007034
Position 7588: 0.0004062651393676473
Position 8548: 0.00039432334324831933
Position 9009: 0.00035998512693467247
Position 8553: 0.0003144702843664324
Position 3894: 0.000282180486790307
Position 8897: 0.00027927289306479367
Position 700: 0.00027623273824641854
Position 4501: 0.00027355731169047314
Position 7866: 0.00027301309235826276
Position 588: 0.00026829880516225413
Position 3650: 0.00026488298237091137
Position 2425: 0.0002606482522694239
Position 6045: 0.00025247668079216896
Position 668: 0.0002514322788144564
Position 9361: 0.00024359452735782941
Position 5319: 0.0002405824937526104
Position 1774: 0.0002399286520189353
Position 3831: 0.00023466213711992513
Position 6173: 0.0002276249008398288
Position 4642: 0.000221108015613186
Position 6264: 0.00021979048256688444
Position 4410: 0.0002130865409915723
Position 6344: 0.0002060301270136452
Position 2440: 0.0001916430305224128
Position 8950: 0.0001569511140682445
Position 8415: 0.00015388753462220256
Position 1079: 0.00013310627956783229
Position 2143: 0.00012707950583639094
Position 1378: 0.0001218913597774505
Position 1911: 0.00011710469768219718
Position 2319: 0.00011659400632350094
Position 8832: 0.00011624994724626471
Position 333: 0.0001123896564401072
Position 8835: 0.0001114477721783457
Position 1873: 0.00010922642737188766
Position 8129: 0.00010764530960878012
Position 923: 0.00010620182517617006
Position 1961: 0.00010459972353535539
Position 4612: 9.533883524225947e-05
Position 9072: 9.371027628785746e-05
Position 8054: 9.304527732349667e-05
Position 3792: 9.173194642077784e-05
Position 3869: 7.333057728364746e-05
Position 9358: 6.360560964554735e-05
Position 8370: 6.35803984674256e-05
Position 1861: 6.3525570712809e-05
Position 3772: 5.9275533394865756e-05
Position 2405: 5.778046230334241e-05
Position 1114: 5.73450847936433e-05
Position 4483: 5.358678328842749e-05
Position 9462: 5.153492630776814e-05
Position 8958: 5.038178019847266e-05
Position 8955: 4.740463480594843e-05
Position 2002: 4.660467311560136e-05
Position 3620: 4.635582875816778e-05
Position 8041: 4.315112297687374e-05
Position 1409: 3.7647755932646896e-05
Position 7930: 3.5976806533523625e-05
Position 8532: 3.553541213272452e-05
Position 687: 3.3447383777998415e-05
Position 1458: 2.703925206386502e-05
Position 6694: 2.699606464890425e-05
Position 2630: 2.6191315645149707e-05
Position 655: 2.595393739219227e-05
Position 9492: 2.5113562953468365e-05
Position 1563: 2.270659900431859e-05
Position 8785: 2.210848313742513e-05
Position 9250: 2.0919402848256632e-05
Position 1178: 2.0480716142588302e-05
Position 8253: 1.9667996519675223e-05
Position 2045: 1.927238719642433e-05
Position 1327: 1.7387825457283464e-05
Position 2936: 1.7342123552220373e-05
Position 832: 1.5982378355286778e-05
Position 8906: 1.589026533856177e-05
Position 2613: 1.5723003095832992e-05
Position 954: 1.5592944828936168e-05
Position 9342: 1.5585183909859747e-05
Position 9232: 1.5361629686563922e-05
Position 9414: 1.5230321694791633e-05
Position 7635: 1.523017960957856e-05
Position 517: 1.4801045769934171e-05
Position 9292: 1.473170636926321e-05
Position 1122: 1.4652719301957711e-05
Position 9345: 1.4474752067917488e-05
Position 1908: 1.4079328771114296e-05
Position 8463: 1.2293296209018348e-05
Position 438: 1.2132697905443323e-05
Position 8187: 1.1582379347304173e-05
Position 2578: 9.684198644453528e-06
Position 711: 9.468508464249766e-06
Position 2466: 9.161182563179507e-06
Position 2749: 8.605771132808448e-06
Position 1391: 8.542710114797e-06
Position 1429: 7.052220139459361e-06
Position 1415: 6.35811374732268e-06
Position 1513: 5.789030326464712e-06
Position 742: 5.41589220213592e-06
Position 908: 5.217094710366285e-06
Position 816: 5.179708652972254e-06
Position 8599: 5.1548389183678665e-06
Position 1058: 5.141757877525413e-06
Position 364: 5.141525588418177e-06
Position 902: 5.0792739801045025e-06
Position 702: 4.934499460716931e-06
Position 487: 4.92852214517471e-06
Position 8687: 4.921385761254687e-06
Position 5235: 4.707024447054525e-06
Position 930: 4.59550310504658e-06
Position 1435: 4.539583426650985e-06
Position 791: 4.359935694473248e-06
Position 4504: 4.021102082715304e-06
Position 545: 4.0195188254753034e-06
Position 1792: 3.223907923655817e-06
Position 911: 3.161312372686867e-06
Position 4694: 2.5627081061986475e-06
Position 1180: 2.513941403422842e-06
Position 4649: 2.472387022801261e-06
Position 4414: 2.4611965806651704e-06
Position 8392: 2.2793542450752602e-06
Position 387: 2.2159731469902296e-06
Position 1173: 2.200259527093063e-06
Position 8452: 2.150024980160882e-06
Position 736: 2.0717656848257926e-06
Position 362: 1.9891394681053567e-06
Position 2362: 1.921119911042643e-06
Position 755: 1.8140910667060495e-06
Position 973: 1.8118021720818266e-06
Position 1146: 1.6903349075459481e-06
Position 873: 1.4827664083465372e-06
Position 1187: 1.3887185202572566e-06
Position 1782: 1.2568467785416001e-06
Position 1062: 9.896614586804872e-07
Position 1472: 8.497334604143392e-07
Position 4575: 7.832245580662354e-07
Position 370: 7.410016012330981e-07
Position 1930: 7.076846985838429e-07
Position 527: 6.666820515036566e-07
Position 788: 6.535753251620415e-07
Position 1234: 5.921413001741582e-07
Position 1216: 5.892905059079395e-07
Position 238: 5.847984991730069e-07
Position 680: 5.758738633766456e-07
Position 399: 4.71032460727162e-07
Position 1135: 4.586062390760746e-07
Position 855: 4.3498604460253075e-07
Position 771: 4.199184034811944e-07
Position 1151: 4.181926492272504e-07
Position 619: 3.9686490199849145e-07
Position 957: 3.7200918420882656e-07
Position 838: 3.537854410150008e-07
Position 408: 3.503171120202165e-07
Position 458: 3.484926964466254e-07
Position 1238: 3.4468350349790697e-07
Position 8198: 3.3593482192650283e-07
Position 292: 3.3491683462172026e-07
Position 611: 2.8194217342057456e-07
Position 1714: 2.778667341836179e-07
Position 760: 2.527412509011495e-07
Position 846: 2.2234652736611634e-07
Position 730: 2.1857709149005734e-07
Position 1586: 1.990077392787149e-07
Position 813: 1.7930870373796138e-07
Position 862: 1.643801110011968e-07
Position 1157: 1.3762005488738993e-07
Position 8398: 1.1936337365445e-07
Position 8126: 1.1689356550706883e-07
Position 1206: 1.1687524721118318e-07
Position 777: 1.1404742426488065e-07
Position 8725: 1.113972214158193e-07
Position 2276: 9.79673859688708e-08
Position 1258: 7.984497158721153e-08
Position 465: 7.652594046415559e-08
Position 850: 7.46021167018891e-08
Position 749: 5.495585621440481e-08
Position 1603: 4.85675528410498e-08
Position 2119: 4.638677907096323e-08
Position 296: 4.40115535813905e-08
Position 2095: 3.8112995768532786e-08
Position 8191: 5.427369449242184e-09
Position 2023: 4.910356368642181e-09
Position 8256: 4.1326642931808983e-11
