Gene = GORAB
Position 679: 8.226681566040873e-06
Position 300: 8.222552260803823e-06
Position 10755: 7.360675205121876e-06
Position 1134: 7.331793666031768e-06
Position 871: 6.919428327861676e-06
Position 14079: 5.63237461932883e-06
Position 1056: 5.202716712972134e-06
Position 962: 4.670874919581387e-06
Position 13471: 4.657082152611256e-06
Position 573: 4.505858574663171e-06
Position 178: 3.7940231815872777e-06
Position 549: 3.727439289753484e-06
Position 16031: 3.6314633656746955e-06
Position 454: 3.1041242030890353e-06
Position 14203: 2.750027877170106e-06
Position 191: 2.3006818155884944e-06
Position 15010: 2.139090893633817e-06
Position 259: 2.0737642003102136e-06
Position 10490: 2.047997977515071e-06
Position 456: 1.9883651800873357e-06
Position 12918: 1.92222195870207e-06
Position 10508: 1.7510255627059772e-06
Position 14918: 1.724619198058083e-06
Position 2610: 1.6877165728670284e-06
Position 14282: 1.662113674792766e-06
Position 2807: 1.5250678568830283e-06
Position 13947: 1.4125701828999438e-06
Position 14500: 1.3726552833681308e-06
Position 14035: 1.340215874684401e-06
Position 13803: 1.2463637409466345e-06
Position 37: 1.2146120435177692e-06
Position 2451: 1.015380774658959e-06
Position 10769: 9.959129940659443e-07
Position 10936: 9.344132083886588e-07
Position 324: 9.20015061278364e-07
Position 538: 9.174868372094992e-07
Position 12748: 8.049059516718881e-07
Position 253: 6.541422253308178e-07
Position 409: 2.366734388941944e-07
Position 44: 1.4896648363825798e-07
Position 659: 1.0852105301733391e-07
Position 1499: 4.935025596036313e-08
Position 13960: 8.62722444765496e-09
Position 35: 4.01525049333932e-09
Position 595: 3.8269194368773115e-09
Position 257: 1.6670967491141036e-09
Position 838: 1.150107769163908e-09
Position 239: 7.308914603177667e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10361: 0.9962441774103885
Position 12575: 0.9956406272425441
Position 7080: 0.8746091123427974
Position 8403: 0.5689228467002746
Position 14566: 0.11275501559236159
Position 17994: 0.1043693670400197
Position 817: 0.09960346853850514
Position 19885: 0.09902134837149439
Position 1334: 0.09336487704509917
Position 368: 0.09115301224194793
Position 20555: 0.08786916216323967
Position 20234: 0.07557579422970083
Position 17906: 0.06932321261566021
Position 11426: 0.06822792147090313
Position 6851: 0.06523166815413085
Position 20517: 0.0651723626973361
Position 11652: 0.06332852455225967
Position 12020: 0.051603610222059774
Position 17353: 0.051566363831163385
Position 17767: 0.04956428363881013
Position 19470: 0.0455761860072036
Position 16381: 0.043719553616090166
Position 19581: 0.04235961632520945
Position 15760: 0.03649048482113774
Position 17118: 0.03637243145949939
Position 8364: 0.035492585547743406
Position 11030: 0.03208135063075007
Position 11241: 0.03171225942301732
Position 8263: 0.030572353736193294
Position 16054: 0.029559484327181126
Position 415: 0.029351260423616826
Position 17741: 0.0284573771421703
Position 13024: 0.028357127422850237
Position 1371: 0.02533779530966783
Position 10186: 0.022374168341474134
Position 7857: 0.019365628815511887
Position 11431: 0.018090555075487073
Position 20746: 0.018052425869361816
Position 14791: 0.017657995359958507
Position 12965: 0.017593532134077244
Position 7971: 0.017349165910978126
Position 19820: 0.015874256172863234
Position 6945: 0.015733090380377096
Position 466: 0.015673412060856047
Position 15207: 0.015548214171592174
Position 198: 0.015029316133697002
Position 2287: 0.01413095401876754
Position 12183: 0.013757249406297512
Position 14307: 0.013455318484043388
Position 8300: 0.011738899479320965
Position 2501: 0.01132254430308085
Position 16815: 0.010257108654749783
Position 21144: 0.009422650844286298
Position 6922: 0.009259938955163968
Position 1368: 0.008459289869139507
Position 9295: 0.00824390748015438
Position 11355: 0.008096134049581791
Position 4180: 0.007988847207996218
Position 12909: 0.007915599311455317
Position 4223: 0.00777434598370802
Position 2945: 0.007643660383412049
Position 13433: 0.00751986463167285
Position 17297: 0.007164221144705182
Position 14341: 0.007067698402286464
Position 11996: 0.00689178974787839
Position 19676: 0.006766782391221001
Position 19994: 0.006763004266661862
Position 11165: 0.006440839833617422
Position 13917: 0.006098370651106746
Position 11934: 0.005226828412711461
Position 16643: 0.004969926566403225
Position 12933: 0.004941257431190605
Position 3953: 0.00490281303062337
Position 16570: 0.0048462941456671625
Position 12811: 0.0046910635461825684
Position 4084: 0.004621173637655759
Position 19326: 0.004202353485358157
Position 7322: 0.004169420673868244
Position 16283: 0.004120414115578177
Position 7881: 0.0036493250932476775
Position 11656: 0.0036476123454501244
Position 14833: 0.003565523066036544
Position 9644: 0.003545032446807699
Position 10131: 0.003525823674667269
Position 10163: 0.0033575796605081463
Position 7097: 0.0032562130449640975
Position 14600: 0.0032542122545417477
Position 7563: 0.003080492467178147
Position 15977: 0.0030709487956262914
Position 14740: 0.003045761779412582
Position 9587: 0.0029978244148530036
Position 11249: 0.002950355476409158
Position 18090: 0.002930697453280915
Position 5568: 0.0029285627948943565
Position 13538: 0.002737718693341237
Position 12832: 0.002698579527978291
Position 7115: 0.002686031440487855
Position 4212: 0.002673542647836753
Position 863: 0.0026477067765073407
Position 11607: 0.0025821244672961418
Position 2899: 0.00241360698912305
Position 15790: 0.002382049741860395
Position 16021: 0.0022677758004398998
Position 6510: 0.0021538511896806163
Position 10108: 0.0020247843103193878
Position 4016: 0.0019813629560482366
Position 17962: 0.0019396890892012194
Position 1878: 0.0019075013674353422
Position 666: 0.0018664555208229322
Position 16405: 0.0017806467751410697
Position 7052: 0.0016422663243371755
Position 17799: 0.001591627592563908
Position 19413: 0.0015430121826564029
Position 10979: 0.0015264850395963448
Position 12315: 0.0015138655716081702
Position 16170: 0.001511687713116459
Position 15898: 0.001480087456250385
Position 19611: 0.001435935396454408
Position 13330: 0.0013937598737826136
Position 382: 0.0013579370830252805
Position 263: 0.0013360654072024304
Position 11283: 0.0013158071556355635
Position 14013: 0.001302289696733982
Position 1102: 0.0012742405636822927
Position 12045: 0.0012539597484364335
Position 16861: 0.0012245138479880801
Position 12784: 0.0012156759077109182
Position 12986: 0.0012146872592191287
Position 17067: 0.001213054720368392
Position 11468: 0.0012103191952254815
Position 1410: 0.0011680280492465914
Position 16190: 0.001150522852950293
Position 12880: 0.0011436891873249928
Position 17249: 0.001138898189433867
Position 4096: 0.0011238556797264526
Position 15445: 0.0011188337415967548
Position 16501: 0.0011110336209216004
Position 2223: 0.0010754882430518715
Position 11360: 0.0010329411980748696
Position 11204: 0.0010033320698140606
Position 10093: 0.0009805472901384324
Position 16522: 0.0009712680111359845
Position 395: 0.0009613975863021181
Position 15867: 0.0009481603635315379
Position 17246: 0.0009397815127970739
Position 12491: 0.0009353058892798388
Position 15212: 0.000921964232720351
Position 8312: 0.0009095529497164466
Position 16607: 0.000852986085758258
Position 9197: 0.0008327830125301517
Position 3921: 0.0008275059378017136
Position 11279: 0.0007441865815569624
Position 15156: 0.0007348174655411093
Position 11364: 0.0006818288545700968
Position 1087: 0.0006803493505063464
Position 5928: 0.0006643933931213034
Position 7648: 0.0006446658511514539
Position 15005: 0.0006360875416414849
Position 5424: 0.0005709819605414615
Position 938: 0.0005600452328113424
Position 12866: 0.0005555052501332278
Position 1233: 0.0005531093508813984
Position 13397: 0.0005439859989919283
Position 5060: 0.000521575611069083
Position 12591: 0.0005077119881631525
Position 16958: 0.000499977621208724
Position 5525: 0.0004773991610616323
Position 14473: 0.0004435732496335591
Position 16457: 0.00042980301383432445
Position 12131: 0.00041661502555049776
Position 11637: 0.00037499734613589324
Position 2524: 0.00036966156420897297
Position 15951: 0.00035244047910090785
Position 3613: 0.0003493642421573811
Position 15572: 0.00032515175915071015
Position 16479: 0.00032302509491456607
Position 10688: 0.00029173068094498977
Position 233: 0.0002885877663144039
Position 13489: 0.0002782843193658303
Position 1432: 0.00026852973516546376
Position 16023: 0.00025063350429956597
Position 8206: 0.00021204050907074157
Position 11043: 0.0002117121618227002
Position 15031: 0.0002073414663211923
Position 12674: 0.00020248369420584016
Position 11615: 0.00018621994991137878
Position 13946: 0.00018614815694400192
Position 2796: 0.00018513036405769391
Position 13860: 0.00018087069685241287
Position 306: 0.0001755421482543873
Position 2136: 0.00017547335624692515
Position 3181: 0.00017511530330715618
Position 563: 0.00017066640642635276
Position 204: 0.0001667497007566608
Position 175: 0.00016257812196204292
Position 14517: 0.00015454872887459326
Position 13512: 0.00015105656668577136
Position 11545: 0.00014601086728764079
Position 14650: 0.00014475665269287388
Position 12612: 0.0001379522737804619
Position 14369: 0.00013627389351841596
Position 13442: 0.00012439405491588044
Position 13004: 0.0001231211976443882
Position 15826: 0.00010878597952909523
Position 1611: 7.698236169804119e-05
Position 1030: 5.739230279514686e-05
Position 14203: 5.246209977836297e-05
Position 14876: 4.278709797833121e-05
Position 14809: 4.099142039644528e-05
Position 1054: 3.958631788446402e-05
Position 15486: 3.734323873581982e-05
Position 962: 3.664064120610646e-05
Position 14363: 3.630218752304759e-05
Position 11071: 3.466701941911745e-05
Position 269: 2.496794382491019e-05
Position 544: 2.2986501033765746e-05
Position 11040: 2.2672041825224273e-05
Position 14141: 1.6789082817078626e-05
Position 1124: 1.617026835986633e-05
Position 566: 1.5369415678872462e-05
Position 606: 1.4609506077042616e-05
Position 1129: 1.1936005129419283e-05
Position 819: 1.1489840712234997e-05
Position 584: 9.755438289582313e-06
Position 503: 9.555806500642419e-06
Position 14232: 8.953877336006508e-06
Position 218: 7.696667735888288e-06
Position 296: 6.7093407480818245e-06
Position 498: 6.632941949758042e-06
Position 12938: 6.055644143017615e-06
Position 764: 5.91537359950192e-06
Position 679: 5.643558342237089e-06
Position 4046: 5.626390646812047e-06
Position 1407: 5.551425067996724e-06
Position 1993: 4.674931149980585e-06
Position 471: 4.625528222312938e-06
Position 569: 4.585858636618133e-06
Position 13081: 4.416285220261936e-06
Position 481: 4.2580601855629515e-06
Position 1831: 3.830317672790153e-06
Position 13031: 3.7460566667793234e-06
Position 437: 3.2975522928816822e-06
Position 871: 2.8389868553871196e-06
Position 1207: 2.713808458355629e-06
Position 8120: 2.6470205603672263e-06
Position 2172: 2.4967587317754776e-06
Position 703: 2.224080287569956e-06
Position 343: 2.0928750796220955e-06
Position 10585: 2.0228771446049956e-06
Position 592: 1.9795575090758247e-06
Position 12885: 1.8258599601649673e-06
Position 347: 1.6753537937388277e-06
Position 14454: 1.664431929836333e-06
Position 1575: 1.5489006597254071e-06
Position 2692: 1.45962435467241e-06
Position 14766: 1.437316272889721e-06
Position 311: 1.4034148269909932e-06
Position 10694: 1.2374867507087773e-06
Position 448: 1.0116228747536725e-06
Position 898: 1.01116325320729e-06
Position 349: 9.472126804563808e-07
Position 1996: 7.254589851256179e-07
Position 12359: 6.58456659237084e-07
Position 12274: 5.286405998816432e-07
Position 1521: 4.737206106401397e-07
Position 1434: 4.226654780445086e-07
Position 12297: 4.1208550251918765e-07
Position 697: 4.1055974350267595e-07
Position 206: 3.855718453304552e-07
Position 1506: 3.7731455658828867e-07
Position 13121: 3.623723060882352e-07
Position 785: 3.297060036399294e-07
Position 587: 3.0374340409525797e-07
Position 641: 3.0283904367789847e-07
Position 10713: 2.721554054922844e-07
Position 13717: 2.3712716380821847e-07
Position 13885: 2.3346961483063747e-07
Position 245: 2.0840018810215565e-07
Position 431: 1.1404716799674586e-07
Position 12935: 5.075827036801073e-08
Position 433: 3.7714044065167774e-08
Position 509: 3.5260805331529445e-08
Position 324: 2.954263344864275e-08
Position 279: 2.6554006060641732e-08
Position 13332: 1.320755957122878e-08
Position 441: 6.968646285580284e-09
Position 308: 6.49499034148304e-09
Position 148: 1.160972595719121e-09
Position 731: 1.1530006827871513e-09
Position 2365: 8.476237339032549e-10
Position 2316: 7.600308952224968e-10
Position 163: 3.236331418359895e-10
Position 155: 2.556028978231642e-10
Position 104: 1.5778428640099255e-10
Position 336: 1.0431211223526126e-10
Position 145: 6.799167969401143e-11
Position 113: 3.350667296085402e-11
Position 127: 2.1613153675587488e-11
Position 138: 1.3424543988320777e-11
Position 135: 9.016113319872819e-12
Position 124: 3.0182788985258475e-12
Position 515: 2.360080282035495e-13
Position 526: 8.928946881837015e-14
Position 523: 7.931496810840713e-14
Position 520: 4.5155411987939257e-14
