Gene = UBE2H
Position 693: 1.440627206935064e-06
Position 914: 1.389069409340112e-06
Position 1029: 1.3348977510825805e-06
Position 4699: 1.2853545695586623e-06
Position 4145: 1.2120559413367294e-06
Position 221: 1.1317318873274748e-06
Position 966: 6.262755181744795e-07
Position 230: 3.038682308225577e-07
Position 1328: 2.5096714298702694e-07
Position 40: 2.26377065237294e-07
Position 1470: 2.1725783277002296e-07
Position 802: 2.1387484589374697e-07
Position 29: 2.1336425024870042e-07
Position 26: 1.7350634456566302e-07
Position 288: 1.6271384216123957e-07
Position 1529: 1.5072384098002834e-07
Position 1277: 1.4249671314434548e-07
Position 456: 7.707823535646025e-08
Position 711: 6.208557352456883e-08
Position 113: 2.6492827748712148e-08
Position 396: 2.4304798627269475e-08
Position 351: 1.5387957804379883e-08
Position 576: 1.4339612240928433e-09
Position 753: 1.457772840811205e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7442: 0.14029254525698837
Position 12403: 0.0949856525655103
Position 5561: 0.08792830246995822
Position 2815: 0.08588764339650162
Position 12339: 0.06710923858878827
Position 12993: 0.06555687502433492
Position 576: 0.05773697456929233
Position 3846: 0.048624110764325545
Position 2856: 0.04826041584579112
Position 8596: 0.04487694203503002
Position 3886: 0.037396325991347235
Position 17545: 0.035107493973196895
Position 3817: 0.0336089924495379
Position 15210: 0.030602353046124325
Position 4586: 0.03050866561965963
Position 1628: 0.030381111717502813
Position 12209: 0.02927000732817823
Position 15623: 0.028926886824071584
Position 14245: 0.028395094178635612
Position 643: 0.025552034767177195
Position 9067: 0.023713557370827698
Position 1099: 0.023326590625327485
Position 10263: 0.01988005960450974
Position 6490: 0.019663619166839504
Position 7304: 0.018671011458804558
Position 687: 0.016336580344529186
Position 13622: 0.015798388750067182
Position 15281: 0.014811187303357305
Position 9071: 0.014266637460121273
Position 3923: 0.013797045757068445
Position 3506: 0.013689033097307433
Position 3861: 0.011087836055194913
Position 332: 0.009774052102623434
Position 8268: 0.009573601305488361
Position 357: 0.008939416630167977
Position 5676: 0.008556381814513948
Position 9368: 0.008342142784645998
Position 12178: 0.007748953211867201
Position 5516: 0.0073474285827081825
Position 606: 0.006429835600878125
Position 5486: 0.006349636004962496
Position 4301: 0.005926522889311126
Position 7890: 0.005795661994965055
Position 7278: 0.005362862036150408
Position 4823: 0.005028149252886476
Position 6375: 0.00498491324075159
Position 1016: 0.004710398263500487
Position 7871: 0.0045322163658270825
Position 9800: 0.004036675547040599
Position 4062: 0.003992647265511568
Position 1131: 0.003945842301101423
Position 1083: 0.003813776544799792
Position 10489: 0.0037651923057308136
Position 3466: 0.003758671380975821
Position 12647: 0.003565218273182782
Position 4461: 0.0034304021764577915
Position 9266: 0.003313265615269581
Position 5773: 0.002854711914203359
Position 5977: 0.0027993434367651958
Position 6019: 0.0027643181811565993
Position 872: 0.0027322256230881276
Position 7348: 0.0025606776847929306
Position 822: 0.0024333544056237104
Position 4249: 0.002323525404944565
Position 5948: 0.002319448267737719
Position 8084: 0.0021491894824503177
Position 5576: 0.0021028200073939557
Position 5719: 0.0020890551722385297
Position 2561: 0.0015443613043318882
Position 7574: 0.001478029789422953
Position 10906: 0.0014720374358766337
Position 3091: 0.0014393998434053643
Position 545: 0.001321595305886288
Position 221: 0.0012965891515804228
Position 3446: 0.0011545685573705997
Position 958: 0.0011505909748649192
Position 2431: 0.0011145083290275467
Position 2685: 0.0010779180907696975
Position 7397: 0.0009701091986144909
Position 8959: 0.0009208384989817981
Position 2576: 0.0009001343789540553
Position 2344: 0.0008722759509645743
Position 407: 0.0008684141359435967
Position 7802: 0.0008595569294813657
Position 2449: 0.0008218069443363644
Position 8621: 0.0006781094103510729
Position 1902: 0.0005532412209466315
Position 3719: 0.0005437329759652043
Position 1020: 0.0005015809423270693
Position 2200: 0.0004837620626943622
Position 2452: 0.00044153272705287777
Position 8362: 0.0004125754451358283
Position 787: 0.0004107838585438501
Position 3895: 0.00040871374468928864
Position 1404: 0.0004036149734059727
Position 6416: 0.0003647029956653388
Position 3104: 0.00033628304694406934
Position 7678: 0.0003122229450162089
Position 1034: 0.00030783895209611717
Position 4565: 0.000306276262680877
Position 1736: 0.00030240944810540924
Position 6572: 0.0003009623877452635
Position 2659: 0.0002987103070617433
Position 194: 0.0002934477973076269
Position 2034: 0.00028046174870199723
Position 994: 0.00027397663611850834
Position 3702: 0.00026793392718030403
Position 1671: 0.0002613550448426547
Position 5986: 0.0002574315993795323
Position 1875: 0.0002563589737300942
Position 5909: 0.0002159239631167916
Position 1327: 0.00019395568736931904
Position 305: 0.00018565876325407767
Position 308: 0.00016912029110133773
Position 2590: 0.00016076440067212502
Position 1114: 0.00015565071110473777
Position 1390: 0.00014995685336738774
Position 1334: 0.00014664036999078567
Position 2207: 0.00012246192931763633
Position 998: 0.00011023072473274314
Position 1965: 0.00010610730425004221
Position 3535: 0.00010550594542770924
Position 1242: 9.940773196528723e-05
Position 2126: 8.702806856408278e-05
Position 1818: 8.547985664433255e-05
Position 1162: 8.215053971103136e-05
Position 3619: 6.898554230546492e-05
Position 2587: 6.500675564127997e-05
Position 2483: 6.425930263685829e-05
Position 1366: 5.8045499200947795e-05
Position 1135: 5.7299760826855125e-05
Position 689: 4.378542776027024e-05
Position 1650: 4.3422400712707724e-05
Position 753: 2.7789803441252647e-05
Position 1370: 2.3999879555964318e-05
Position 625: 2.3774915879732952e-05
Position 527: 1.908682229599536e-05
Position 334: 1.862752098652856e-05
Position 504: 1.6079456126314626e-05
Position 371: 1.599705712100059e-05
Position 1052: 1.5109273943943522e-05
Position 1277: 7.1348926563746695e-06
Position 1410: 5.604855693930034e-06
Position 1385: 5.147028865332088e-06
Position 377: 5.091045217120799e-06
Position 3153: 4.477478298349405e-06
Position 161: 3.5691204444747953e-06
Position 1356: 2.231734693552119e-06
Position 978: 2.187418422199243e-06
Position 4594: 1.1675482026732739e-06
Position 367: 1.0235442312562265e-06
Position 3264: 8.677446917073322e-07
Position 558: 6.550838843506679e-07
Position 1465: 4.058598393551984e-07
Position 417: 3.051747244916549e-07
Position 142: 2.945215184368079e-07
Position 175: 2.6630318579754754e-07
Position 1000: 1.8539864827693226e-07
Position 419: 1.7884638125864354e-07
Position 962: 1.511060356068344e-07
Position 444: 1.4370191541482632e-07
Position 379: 8.515739752014363e-08
Position 131: 7.768710615180135e-08
Position 375: 7.558358998720785e-08
Position 616: 6.055762228417718e-08
Position 126: 5.910100986491317e-08
Position 181: 2.844388253894325e-08
Position 167: 2.1302221692494488e-08
Position 100: 1.4925918591892645e-08
Position 82: 9.51331921265435e-09
Position 128: 8.09454473220919e-09
Position 614: 5.193204394277322e-09
Position 725: 4.670503525401509e-09
Position 923: 3.5516712690746e-09
Position 461: 3.5495904434504845e-09
Position 97: 3.0590449917730107e-09
Position 966: 1.0785752962111538e-09
Position 169: 8.404244958711431e-10
Position 111: 5.504012021918924e-10
Position 104: 2.270697043170933e-10
Position 776: 1.0593416382926323e-10
Position 107: 7.306415061869114e-11
Position 72: 1.9821347159378586e-11
Position 66: 1.760320120882024e-11
Position 79: 1.526719982327629e-11
Position 91: 9.400307416540132e-12
Position 87: 9.415122137229762e-13
