Gene = SSU72
Position 588: 0.0008018867544195303
Position 3339: 0.0007646927032551515
Position 1092: 0.0007265760094366712
Position 9218: 0.0007191858642444165
Position 1709: 0.000674779760458912
Position 10476: 0.0006470442741217176
Position 1370: 0.0006251679561778315
Position 10712: 0.000615705190697061
Position 6686: 0.0006041131818528556
Position 12767: 0.0005800479209529587
Position 18063: 0.0005311969950310495
Position 5588: 0.0005221600720925081
Position 8404: 0.000518508213900342
Position 5605: 0.0004868205530505024
Position 7505: 0.00047496992469982816
Position 11598: 0.00047298873222674693
Position 7879: 0.00045563932300569167
Position 10032: 0.0004376469093259363
Position 2704: 0.0004374070656944845
Position 7455: 0.0004188020913534745
Position 8873: 0.00041368011915546895
Position 11658: 0.00039556707769347545
Position 514: 0.00038760381795235476
Position 11873: 0.0003682948890424595
Position 9996: 0.0003513929927305506
Position 916: 0.00034297036721874945
Position 8432: 0.0003420809110905188
Position 10109: 0.0003328221385747694
Position 3006: 0.0003135845169845326
Position 7171: 0.00030522569201288065
Position 6857: 0.0002981357421536095
Position 10464: 0.0002912748526218926
Position 2874: 0.00028425442788744396
Position 5916: 0.0002787512808988952
Position 11885: 0.00027644760352188723
Position 1799: 0.00026965888635124033
Position 12869: 0.00025459933306375994
Position 12186: 0.00023552639163832735
Position 10733: 0.00019433342024939083
Position 342: 0.00019340885552739445
Position 10528: 0.00018481186172896298
Position 11929: 0.00015867548018079497
Position 5960: 0.00015622282173620807
Position 2842: 0.0001554697214421021
Position 10135: 0.00014313452625665235
Position 4703: 0.00014061386511518743
Position 5290: 0.00013278521840650359
Position 10324: 0.00012599594337044706
Position 10364: 0.0001131679762950602
Position 11127: 0.00011155084609554648
Position 11694: 0.00010619143230272986
Position 3218: 0.00010522290019233561
Position 1252: 0.00010319281749550465
Position 11783: 9.913976086457351e-05
Position 1331: 9.899265947936755e-05
Position 907: 9.54173049779091e-05
Position 10454: 8.268664461803916e-05
Position 333: 8.144997373907125e-05
Position 1365: 7.891328114773916e-05
Position 243: 7.571166910182448e-05
Position 10574: 7.434221892241552e-05
Position 10755: 6.712151475453694e-05
Position 11280: 5.5838424646727426e-05
Position 12930: 5.484485368117358e-05
Position 1135: 5.404981414203377e-05
Position 522: 5.40319777364925e-05
Position 1549: 5.3567924498737436e-05
Position 2110: 5.025226977456454e-05
Position 128: 4.6981972309451495e-05
Position 12863: 3.67730709062491e-05
Position 11236: 3.1786968647936584e-05
Position 10391: 2.306649455667585e-05
Position 4948: 3.3399045118703953e-06
Position 769: 2.327638067916403e-06
Position 10460: 2.043287722000031e-06
Position 787: 1.757111106309845e-06
Position 615: 1.1329333598773863e-06
Position 551: 1.0689882015012749e-06
Position 339: 1.060160162479847e-06
Position 455: 8.588888967989536e-07
Position 1157: 8.465696659173972e-07
Position 37: 6.391382497851256e-07
Position 610: 5.90907095912145e-07
Position 1062: 5.592793962083513e-07
Position 94: 4.2054608216570984e-07
Position 618: 4.0882737844029536e-07
Position 31: 3.901728117113371e-07
Position 395: 3.6876770717417595e-07
Position 813: 3.349764960987544e-07
Position 662: 2.6429960956622666e-07
Position 958: 1.4996099220481765e-07
Position 930: 1.3145874455622855e-07
Position 1100: 8.567065235274567e-08
Position 1363: 7.659236615490192e-08
Position 989: 7.139298474376753e-08
Position 1126: 4.96670810751675e-08
Position 1266: 4.84711335042228e-08
Position 115: 4.01025068287009e-08
Position 1018: 2.9617032396971613e-08
Position 969: 2.9379863191671878e-08
Position 707: 1.8904674568299122e-08
Position 1011: 1.4738000257007769e-08
Position 70: 1.2993707789797258e-08
Position 344: 1.2737896607879813e-08
Position 202: 1.1217321301620288e-08
Position 6: 1.0167933434661153e-08
Position 1279: 9.618561726169243e-09
Position 891: 6.833434502270499e-09
Position 1155: 6.8266176051380665e-09
Position 817: 6.720203201621989e-09
Position 1177: 4.8800102157512994e-09
Position 209: 3.787509326672862e-09
Position 554: 3.4809100176967555e-09
Position 410: 3.1399808399313834e-10
Position 26: 1.8915614547790317e-10
Position 320: 7.252873921913777e-11
Position 172: 2.0309575918249733e-11
Position 716: 1.0746494921756827e-11
Position 199: 3.3663002933254977e-13
Position 317: 2.753269790481036e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 32701: 0.996423756685469
Position 9952: 0.9942682178715887
Position 10453: 0.8627152917698081
Position 12003: 0.7022529720381058
Position 30881: 0.6113765778906923
Position 22662: 0.3928067471638911
Position 13106: 0.14942400775738365
Position 15471: 0.11539074120570958
Position 22228: 0.09711510684927793
Position 16508: 0.09257039778987772
Position 32884: 0.07928655865482595
Position 13363: 0.05861075616760558
Position 10428: 0.04618602700282137
Position 6831: 0.03800455759163821
Position 9182: 0.034812728494693676
Position 9125: 0.02686775005820697
Position 10613: 0.024598248085155552
Position 9319: 0.023055217568260115
Position 7434: 0.023007434834375527
Position 11769: 0.022771484593342117
Position 5369: 0.022574526653578175
Position 22629: 0.022334883546062778
Position 5536: 0.02188610465840354
Position 10172: 0.019676296305995978
Position 15532: 0.0187962516056365
Position 10193: 0.0175031033223583
Position 11828: 0.017328735622544795
Position 4589: 0.011911377500802787
Position 13366: 0.011889989945729595
Position 13381: 0.011450862903682465
Position 11836: 0.010994301814695595
Position 854: 0.00919948487490259
Position 16504: 0.008888295375023926
Position 1245: 0.008612319178401384
Position 11775: 0.007664157889527808
Position 7116: 0.007381116703039439
Position 7119: 0.007327690496579819
Position 12006: 0.007004327251542476
Position 4783: 0.006327078293210014
Position 16149: 0.0055614014050923335
Position 3103: 0.005555438241688014
Position 7703: 0.004390397719823027
Position 15562: 0.003513818304847923
Position 9081: 0.0034553324809797935
Position 17463: 0.003393841039275365
Position 12039: 0.003300374139646392
Position 14050: 0.0032741471250722367
Position 12696: 0.003211414318062421
Position 6963: 0.0032093167824849755
Position 4593: 0.0031207397459772556
Position 14075: 0.0029048282860350797
Position 10148: 0.002850508528652972
Position 4816: 0.0027830569384956106
Position 15513: 0.0025716183789989654
Position 475: 0.002331124348516108
Position 4519: 0.002283867716860849
Position 5511: 0.00210532305808664
Position 17930: 0.002074168112434888
Position 13403: 0.0019416524821530474
Position 19064: 0.0018585795815780812
Position 1446: 0.0017677971619555054
Position 11657: 0.0016898708589341475
Position 16996: 0.001672283488882211
Position 7145: 0.001627693529677869
Position 19717: 0.0015546508452409045
Position 6983: 0.0015508859255521546
Position 10175: 0.0015080891658389522
Position 9987: 0.0015016061859114273
Position 4676: 0.0014436352147164733
Position 4700: 0.001420731820587992
Position 1062: 0.001371968034154079
Position 7658: 0.0013461093188881805
Position 4840: 0.0012525290468687095
Position 6635: 0.0011679748642192758
Position 13042: 0.0011014680169895944
Position 972: 0.0010251909517399245
Position 1177: 0.001014559886498129
Position 10223: 0.0009670563564516672
Position 3210: 0.0009526804541711176
Position 3180: 0.0009351855686523554
Position 1744: 0.0008293160437508018
Position 5203: 0.0008254243761069392
Position 930: 0.0008079989072328458
Position 6735: 0.0007746735024165119
Position 9068: 0.0007404514579981217
Position 32707: 0.0007269769914190444
Position 10679: 0.0007232394368626272
Position 5487: 0.0007181540153672053
Position 891: 0.0007123924263517275
Position 4309: 0.0007123513724454871
Position 10616: 0.0006900362130150031
Position 2774: 0.0006671994629229521
Position 5541: 0.0006564024455787843
Position 6768: 0.000645667788325499
Position 5246: 0.0006187365345843071
Position 6690: 0.0006076174620896658
Position 10269: 0.0006037692212074448
Position 4491: 0.0005643434482977052
Position 11713: 0.000553574528684118
Position 359: 0.0005531855869691906
Position 11500: 0.0005521707093921564
Position 5402: 0.0005491128068947084
Position 12855: 0.0005327581155471473
Position 10225: 0.0005264030167684997
Position 8021: 0.0005185082139003405
Position 7412: 0.000500744027819273
Position 1747: 0.0004956372543786564
Position 4003: 0.00047840796790976864
Position 7508: 0.0004659483139391098
Position 5698: 0.00043497410263510346
Position 8611: 0.00041368011915546765
Position 11503: 0.000371702829775799
Position 13293: 0.0003487205964164827
Position 8362: 0.0003420809110905188
Position 1613: 0.0003373734046624543
Position 5572: 0.00032943513810806377
Position 3310: 0.00031102600220550433
Position 6522: 0.0003081985538464637
Position 2607: 0.00029205712103195765
Position 7371: 0.0002779914170692023
Position 1798: 0.00023416136382146475
Position 5096: 0.00022803565188687404
Position 10293: 0.00021133644762071598
Position 3185: 0.00020907764070121957
Position 12579: 0.00020255942102514007
Position 10701: 0.00019172257088791595
Position 12671: 0.00016335870342128162
Position 10744: 0.00016093289781011938
Position 4051: 0.0001580369679648732
Position 9916: 0.00015141063531715104
Position 2610: 0.00014396149208211292
Position 10275: 0.00013834259220889923
Position 578: 0.00013669610974937133
Position 11013: 0.0001363004032552332
Position 3123: 0.00011999936968293794
Position 3952: 0.00011585807418970114
Position 534: 0.00011055993446297595
Position 3230: 0.00010616854646092338
Position 4257: 9.771803226837648e-05
Position 12726: 8.924476325201361e-05
Position 1616: 8.791105363106837e-05
Position 2808: 8.605819170769275e-05
Position 3923: 8.430648532870722e-05
Position 10290: 8.351337222875463e-05
Position 3926: 8.240966248803793e-05
Position 3315: 8.171416502323183e-05
Position 11010: 6.477962960667838e-05
Position 3148: 6.352958301198509e-05
Position 1011: 5.7420950106498125e-05
Position 11334: 5.2930828733147675e-05
Position 1442: 5.203986526012069e-05
Position 1994: 5.025226977456446e-05
Position 1023: 4.9095335604580886e-05
Position 13146: 4.653492671038399e-05
Position 12807: 4.376896377753635e-05
Position 1692: 4.3520816119352474e-05
Position 11946: 4.1724339700184786e-05
Position 10646: 3.618512882237186e-05
Position 1126: 3.529645537939253e-05
Position 26321: 2.982632269002495e-05
Position 10081: 2.9549341403116472e-05
Position 12652: 2.7470204666334857e-05
Position 10623: 2.596055429009451e-05
Position 23709: 2.4256542360064973e-05
Position 11726: 2.392217159475101e-05
Position 10347: 2.1742435827772312e-05
Position 11976: 2.135848405677477e-05
Position 10656: 2.096766869560158e-05
Position 12810: 1.9994908841878344e-05
Position 10725: 1.6710791563996903e-05
Position 11963: 1.3803274947757809e-05
Position 20972: 1.362126008065542e-05
Position 12558: 1.2735885144485103e-05
Position 12772: 1.172820673730649e-05
Position 4854: 1.0650753828083647e-05
Position 5255: 9.56772170779734e-06
Position 6587: 8.055310530233617e-06
Position 6606: 7.041580656084312e-06
Position 20969: 5.832460576112941e-06
Position 16675: 5.024969851426149e-06
Position 4686: 4.775795191257842e-06
Position 20799: 4.742046871969425e-06
Position 6887: 4.198777285228416e-06
Position 23072: 3.334000625033142e-06
Position 18355: 2.9039883637742824e-06
Position 4170: 2.6687896918544696e-06
Position 4017: 2.460742110829179e-06
Position 1638: 2.2818900800806423e-06
Position 20092: 2.1017233494637586e-06
Position 3161: 1.9646858089070954e-06
Position 4625: 1.7978249730088507e-06
Position 1155: 1.760388374483971e-06
Position 1706: 1.6392584935698666e-06
Position 1773: 1.6310810083615385e-06
Position 3789: 1.6271226284580853e-06
Position 784: 1.5414423344314623e-06
Position 2542: 1.1378681221389097e-06
Position 1826: 1.1089452819620887e-06
Position 352: 9.936994355848941e-07
Position 11926: 9.91356366399985e-07
Position 6655: 9.55805094671866e-07
Position 627: 9.123220585037603e-07
Position 3132: 7.88553526280804e-07
Position 10801: 7.686212550720698e-07
Position 14385: 7.21775036937976e-07
Position 17045: 5.842071921577778e-07
Position 554: 5.401598832043416e-07
Position 3792: 5.048476314002104e-07
Position 391: 4.807125382896885e-07
Position 15338: 4.4459656810638404e-07
Position 10344: 3.8874668136947303e-07
Position 2494: 2.752979971646055e-07
Position 491: 2.0809877258649515e-07
Position 989: 2.0443984072479206e-07
Position 13918: 1.376374930829786e-07
Position 12328: 1.340216704280116e-07
Position 15589: 1.253441596875365e-07
Position 1031: 1.2476272233496703e-07
Position 15636: 1.1642013045666398e-07
Position 15362: 1.0131949869070247e-07
Position 545: 9.17132019887349e-08
Position 12376: 8.652724657214162e-08
Position 1092: 7.931242466003085e-08
Position 147: 7.88998421452613e-08
Position 485: 7.306456531753295e-08
Position 12239: 7.030415380333586e-08
Position 1260: 6.359642583804719e-08
Position 655: 5.184942228137787e-08
Position 660: 4.706638486802931e-08
Position 12299: 3.517586084863631e-08
Position 1182: 3.399791460055533e-08
Position 12594: 3.386935366938013e-08
Position 1749: 2.7302919651281023e-08
Position 2632: 2.629814454514704e-08
Position 10965: 2.0836907769900407e-08
Position 587: 1.9009928687961983e-08
Position 10946: 1.8807468050286097e-08
Position 1282: 1.8176143214918152e-08
Position 10822: 1.7697329604257865e-08
Position 11235: 1.6418582894215447e-08
Position 1840: 1.4623217921896417e-08
Position 583: 1.4591637151613532e-08
Position 636: 9.298982003897285e-09
Position 374: 6.135282167063369e-09
Position 1218: 5.61537900546646e-09
Position 487: 4.1646512825644655e-09
Position 395: 3.755471334604078e-09
Position 367: 3.7229674224876974e-09
Position 266: 2.847511193936627e-09
Position 255: 2.627443178414716e-09
Position 10628: 2.3377792616647293e-09
Position 99: 1.5700585049075989e-09
Position 600: 1.375970380322358e-09
Position 673: 1.3306525622611559e-09
Position 172: 9.474433981927605e-10
Position 280: 4.142912550203155e-10
Position 110: 6.770765676735336e-11
Position 115: 5.682002309553148e-11
Position 160: 3.413692698354942e-11
Position 286: 2.704537159317324e-11
Position 94: 2.2006173479116903e-11
Position 288: 7.379534578620337e-12
