Gene = Scgalpha
Position 691: 6.979268713166057e-09
Position 1572: 6.522563897410181e-09
Position 1549: 4.398608795684427e-09
Position 1813: 3.358707202294177e-09
Position 1810: 2.779564512873803e-09
Position 804: 2.726123461657014e-09
Position 1781: 1.873336832302774e-09
Position 602: 6.088237796624661e-10
Position 1558: 4.5241615229919606e-10
Position 1816: 3.745398359785032e-10
Position 669: 5.084995777558698e-11
Position 1564: 4.622897708206715e-11
Position 1153: 2.96625995538671e-11
Position 1341: 1.648564711175394e-11
Position 680: 2.1432983238130013e-12
Position 808: 1.4480253183231007e-12
Position 1343: 6.897031069264887e-14
Position 812: 1.556542861616315e-14
