Gene = Denr
Position 1327: 7.718308040787859e-08
Position 1395: 5.921528894228096e-08
Position 1352: 5.691270607217318e-08
Position 1153: 4.2789279937404824e-08
Position 1168: 3.649571170989097e-08
Position 1274: 3.0929391018589515e-08
Position 1392: 2.5682542861760983e-08
Position 85: 2.487360443884853e-08
Position 1383: 2.3063146362845154e-08
Position 276: 1.8001860198111636e-08
Position 1373: 1.5844694146788235e-08
Position 335: 1.4506897141776897e-08
Position 237: 1.3703764426294327e-08
Position 95: 1.3225406111468612e-08
Position 165: 1.1319388594773769e-08
Position 283: 9.99815528028589e-09
Position 113: 9.768391736705692e-09
Position 98: 8.896793206343936e-09
Position 254: 7.073844745233447e-09
Position 1434: 5.593712459284948e-09
Position 199: 2.1675018898318583e-09
Position 160: 1.3288134626256553e-09
Position 1347: 2.9531675001386e-10
Position 129: 1.5621079194093402e-10
Position 132: 1.0319383342802468e-10
Position 127: 9.386208143516228e-11
Position 1267: 2.9170593934867453e-12
Position 1163: 3.875096455903898e-13
Position 1335: 1.243767013263238e-13
