Gene = Gclc
Position 4270: 3.44402716780369e-05
Position 4212: 3.173131113661968e-05
Position 1672: 2.7434890404912608e-05
Position 37333: 2.589558524414317e-05
Position 1365: 2.001766261161796e-05
Position 2775: 1.7992793335027737e-05
Position 1675: 1.6925028100613987e-05
Position 37844: 7.640516151749628e-06
Position 37367: 6.85629246473807e-06
Position 584: 6.415402052351116e-06
Position 27665: 5.341957910897838e-06
Position 37409: 5.269161810833617e-06
Position 26825: 5.1079330502635645e-06
Position 515: 4.3523988574166754e-06
Position 616: 4.016482271709965e-06
Position 589: 3.865933025178997e-06
Position 286: 3.3864056783622836e-06
Position 361: 2.742584628579008e-06
Position 1261: 2.702899963210583e-06
Position 1035: 2.4696935556846024e-06
Position 383: 2.1007216614128678e-06
Position 82: 2.0645470458916654e-06
Position 987: 1.7180872616181587e-06
Position 121: 1.5682882438574026e-06
Position 735: 1.3809706692461582e-06
Position 795: 1.2164836341540904e-06
Position 1210: 1.0856962819196923e-06
Position 1206: 7.18191408741111e-07
Position 33543: 7.17676026759911e-07
Position 167: 5.745546961040483e-07
Position 443: 5.0117667823111e-07
Position 37849: 4.0956728728272963e-07
Position 672: 3.174797529498166e-07
Position 562: 2.851982708564824e-07
Position 1374: 2.200559526343633e-07
Position 1369: 1.632516826434982e-07
Position 25: 1.3809229457132208e-07
Position 751: 1.4957995510370384e-08
Position 41: 8.436157054093662e-09
Position 59: 8.258545812505628e-09
Position 1197: 7.125718883171771e-09
Position 1158: 6.424732311159028e-09
Position 1073: 4.098058672527148e-09
Position 1358: 2.4677608253650476e-09
Position 23: 1.822321157831435e-09
Position 1124: 1.70188442023897e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20543: 0.9999999999999986
Position 37344: 0.9790669716141792
Position 26548: 0.9591415874675542
Position 21590: 0.9420325859553045
Position 37179: 0.9094305468127801
Position 31214: 0.9034589487485161
Position 33271: 0.9013147991337931
Position 24986: 0.8937982670674103
Position 11631: 0.8503075802878988
Position 30798: 0.8249921793526492
Position 32741: 0.8113049824033032
Position 37517: 0.7525257474456467
Position 9546: 0.6553389662545089
Position 26734: 0.6297150431934418
Position 2662: 0.5677960129157066
Position 32227: 0.5532136838593552
Position 38504: 0.5498024749753735
Position 12773: 0.5011857633307143
Position 8688: 0.4524647500168341
Position 33652: 0.45032637185933266
Position 39173: 0.41785654234020475
Position 32175: 0.39008978323309623
Position 9848: 0.37572022898644275
Position 26698: 0.3450217727376972
Position 1746: 0.2809453275575245
Position 32500: 0.24726252141763977
Position 4131: 0.22206293355318457
Position 38756: 0.21984616732764187
Position 30312: 0.14580933055058096
Position 31841: 0.1264547293625729
Position 13405: 0.12109111930559216
Position 13367: 0.12028013110469389
Position 33484: 0.11884526507029067
Position 4678: 0.1160752817851007
Position 1780: 0.10309750374002552
Position 8672: 0.10188841646982347
Position 1648: 0.08688508938564227
Position 32531: 0.07777005545240528
Position 39728: 0.07464467834075197
Position 29627: 0.07250342252495441
Position 28039: 0.07078106760694056
Position 39481: 0.06055486717652583
Position 21552: 0.05796741404469222
Position 28094: 0.05706819779571872
Position 31033: 0.05416276591330921
Position 2108: 0.05297434748599824
Position 29686: 0.05285108289640816
Position 31783: 0.04863243738303627
Position 24877: 0.048434105224272446
Position 33431: 0.047318735087619294
Position 27069: 0.03916559997785985
Position 2686: 0.03843618237609813
Position 33001: 0.035159666452951245
Position 32198: 0.03444266467441063
Position 32415: 0.03435121970166374
Position 30273: 0.032825585032906106
Position 30380: 0.03198582792458215
Position 38630: 0.03114117784157741
Position 27046: 0.028945480708923627
Position 37970: 0.027200514784386422
Position 37058: 0.02429625173486585
Position 31595: 0.023229720259671068
Position 6810: 0.022399515961835047
Position 9770: 0.021683989154150794
Position 31180: 0.021643471342396584
Position 13501: 0.02080227677150895
Position 37143: 0.020338869552993296
Position 38168: 0.019736522949754403
Position 1710: 0.01904075507590928
Position 1577: 0.018676492184752782
Position 38361: 0.01853047162522549
Position 1462: 0.018343103313717978
Position 27095: 0.017570677624203827
Position 8732: 0.016511978471062727
Position 28072: 0.016113207286380268
Position 38601: 0.015292522590122575
Position 38444: 0.014977310983318823
Position 8633: 0.014975984886172211
Position 39889: 0.014942932465716595
Position 38526: 0.014547537382976162
Position 32459: 0.014254504173266904
Position 38364: 0.013969392830464548
Position 34450: 0.012967372973600923
Position 31110: 0.012945149328806938
Position 29647: 0.01267107584386076
Position 32787: 0.012537787219712484
Position 4140: 0.01130388466196429
Position 29829: 0.010964006842616659
Position 30993: 0.010569040320419602
Position 38507: 0.010448352232153017
Position 2079: 0.009733710782146089
Position 26671: 0.009426394420468512
Position 36629: 0.009388214750309418
Position 2064: 0.008785392490871806
Position 31422: 0.008547447244896597
Position 32764: 0.008304203486157721
Position 39535: 0.007621710429069136
Position 32442: 0.007148013012078579
Position 699: 0.006801514574879919
Position 28389: 0.006527871549306706
Position 27926: 0.0065068839631238695
Position 33234: 0.006412291088369414
Position 2868: 0.00634662065631297
Position 749: 0.006206241661147594
Position 37244: 0.0061577609952517594
Position 39661: 0.00601057396587649
Position 38000: 0.005931065645169666
Position 31366: 0.005742944137539086
Position 39300: 0.0050541598822090765
Position 36724: 0.005045170028842
Position 28308: 0.004939180923244553
Position 1517: 0.00489087879184283
Position 32945: 0.0048303066520324215
Position 32506: 0.004764872031804312
Position 33457: 0.004493453033170123
Position 30736: 0.004218252616784552
Position 26746: 0.004174816609039631
Position 32810: 0.004148944996469908
Position 33329: 0.004127521085929887
Position 28101: 0.00402193502268656
Position 37372: 0.003968929918148224
Position 39783: 0.003703268313668922
Position 30399: 0.0036607087538467952
Position 27916: 0.003604050988571997
Position 27101: 0.0034763831736083503
Position 32466: 0.0033955920869468787
Position 31431: 0.003288463486111655
Position 37521: 0.003240379552336657
Position 29586: 0.002992691065648187
Position 38651: 0.002945657958211004
Position 39010: 0.0028421302072075463
Position 39131: 0.0028292299932288784
Position 2198: 0.002722617295162472
Position 32601: 0.0027026418928853295
Position 26993: 0.0026799356638838477
Position 2389: 0.0026574525249474967
Position 38949: 0.0025698037020427337
Position 37227: 0.002566819889890667
Position 33097: 0.002559929350425413
Position 668: 0.002507762683579882
Position 31855: 0.0024934453108603543
Position 32715: 0.002448541097796208
Position 33711: 0.0024165994225002485
Position 28515: 0.002177589760079425
Position 2113: 0.002166720995448938
Position 31816: 0.0019783931298763715
Position 2010: 0.001974546629519324
Position 30914: 0.001966028569249304
Position 33454: 0.0019006410010724518
Position 2335: 0.0018547750989481484
Position 34939: 0.0018250373467526286
Position 28356: 0.001796534573418075
Position 33516: 0.0017561023213025445
Position 39247: 0.0017549859705609078
Position 35019: 0.0016805220630676501
Position 36024: 0.0016549799992678423
Position 31459: 0.001643003882055682
Position 34251: 0.0015797077045391042
Position 2174: 0.001435607570727455
Position 38422: 0.0013392061411145464
Position 33506: 0.0012519834207196869
Position 30358: 0.0012513343952436538
Position 32918: 0.0012073206950799578
Position 39546: 0.0011358419764162073
Position 31299: 0.0011264541714698657
Position 2304: 0.0010923304897448082
Position 32286: 0.0010426596981966203
Position 2060: 0.0010333401829970958
Position 32924: 0.0010181191582886724
Position 37565: 0.0010178017067208865
Position 4609: 0.0010145294227172548
Position 37981: 0.0010121768673999343
Position 32552: 0.0009258190069445988
Position 39049: 0.0008458971594823876
Position 37746: 0.0008156966978658429
Position 37283: 0.0007550585550499468
Position 3587: 0.0007146988497251944
Position 1784: 0.0006652106360794563
Position 810: 0.000637216990068771
Position 37691: 0.0006258764170994104
Position 2256: 0.0005952860938391847
Position 3687: 0.0005447086352809855
Position 779: 0.0005197245593539916
Position 32978: 0.0004957561960535406
Position 1727: 0.00045821123902259987
Position 2800: 0.0004352567461029917
Position 33460: 0.00041132867712154284
Position 3430: 0.00038076121247741616
Position 2134: 0.0003499831298420466
Position 32289: 0.000332901981864195
Position 34161: 0.00026033488678552325
Position 39852: 0.0002571663925884386
Position 2549: 0.0002476988405279212
Position 1656: 0.00022719502767857495
Position 1829: 0.00022375257642951162
Position 32789: 0.00022372939168198235
Position 3798: 0.00020866516748814723
Position 32542: 0.00019224898619714555
Position 26919: 0.00018955815290799458
Position 32483: 0.00018486957339480884
Position 1320: 0.00018094535857307616
Position 2160: 0.0001808268830702884
Position 32592: 0.0001718111784835312
Position 3456: 0.00017163082080520373
Position 37816: 0.00016735830506349984
Position 609: 0.0001566262027902697
Position 32894: 0.0001560177611188342
Position 37769: 0.00015049210879779343
Position 27805: 0.0001183149434082284
Position 31598: 0.00010498948031723512
Position 32935: 9.967473527209925e-05
Position 4182: 8.362833529095439e-05
Position 1661: 7.466867579539618e-05
Position 27862: 7.317306601376322e-05
Position 857: 6.803220000898588e-05
Position 3645: 6.560934123137961e-05
Position 26953: 6.140658789439465e-05
Position 33280: 5.853744834277662e-05
Position 1473: 5.793259865420115e-05
Position 33295: 5.577835756296316e-05
Position 541: 5.308581334440035e-05
Position 751: 5.052623587653411e-05
Position 614: 4.481350612594756e-05
Position 1960: 3.32775031295758e-05
Position 2880: 2.9188510183783077e-05
Position 26895: 2.8962034002085566e-05
Position 37597: 1.527697163472282e-05
Position 26923: 1.2069402355064354e-05
Position 2124: 1.1476892100516348e-05
Position 33073: 8.432713234780503e-06
Position 33734: 6.85038129059008e-06
Position 1089: 5.143092417255831e-06
Position 293: 5.102159662810081e-06
Position 1232: 4.900524949767851e-06
Position 527: 4.2572579950545626e-06
Position 37710: 4.22174874259315e-06
Position 27540: 4.165525716346327e-06
Position 817: 3.4352542229283038e-06
Position 37781: 3.411308792259204e-06
Position 1786: 2.8283398677437707e-06
Position 1486: 2.666791030628694e-06
Position 1876: 2.662686659430616e-06
Position 1631: 2.3952850495553928e-06
Position 1213: 2.3273996975605893e-06
Position 859: 2.0856471587994383e-06
Position 33433: 1.9305900600473226e-06
Position 1124: 1.7739828975106541e-06
Position 383: 1.5213855162920105e-06
Position 361: 1.5079160276008943e-06
Position 37616: 1.4455452182223115e-06
Position 37844: 1.423118622570909e-06
Position 2700: 1.2543798934658082e-06
Position 27373: 1.176432194551511e-06
Position 242: 7.183693467256894e-07
Position 522: 6.171324009826529e-07
Position 623: 6.116354214524844e-07
Position 32672: 4.5392468271187356e-07
Position 32812: 2.587985636817881e-07
Position 452: 1.9006353290898054e-07
Position 1533: 1.6695697008866712e-07
Position 345: 1.062971817964881e-07
Position 1169: 8.25469666856951e-08
Position 1010: 4.193416613845803e-08
Position 786: 3.922940179774371e-08
Position 37575: 2.9030974198300794e-08
Position 1093: 2.3184428325052634e-08
Position 545: 1.4665667107963564e-08
Position 322: 1.2395978485590403e-08
Position 306: 7.765991014023572e-09
Position 958: 7.408618100458723e-09
Position 231: 6.977164152407691e-09
Position 559: 6.680655213839592e-09
