Gene = Nup98
Position 25559: 4.3840927720153036e-07
Position 57803: 2.5345630224354217e-07
Position 26044: 8.801569934499711e-08
Position 57035: 9.466896943445468e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 33770: 1.0000000000000164
Position 49447: 1.000000000000016
Position 15125: 0.9970743697277787
Position 23436: 0.9949715176385491
Position 40672: 0.9946853773792743
Position 53007: 0.9869855882986216
Position 89305: 0.9863714150568293
Position 75182: 0.974011561755505
Position 15338: 0.9687616452985508
Position 86483: 0.9600361177998649
Position 56926: 0.9584107590146048
Position 83583: 0.9472792330518999
Position 64454: 0.928723724163454
Position 82268: 0.9279582432043888
Position 62798: 0.9124687465899445
Position 18133: 0.8920158914701651
Position 25686: 0.8680469715424425
Position 57719: 0.8469173448671883
Position 26561: 0.8422556244866823
Position 70525: 0.7771851092449336
Position 29660: 0.7597703823623811
Position 46353: 0.7520476319938558
Position 81074: 0.7472258052856479
Position 89504: 0.731493048424537
Position 77314: 0.7082383705668786
Position 75516: 0.7052390685136996
Position 85781: 0.6827219911084264
Position 56082: 0.6073699717587018
Position 51242: 0.5657564084510487
Position 67383: 0.5451139855349681
Position 25484: 0.497039424716063
Position 653: 0.4942772572810149
Position 25206: 0.44144828178704765
Position 80093: 0.4395223026381271
Position 25253: 0.4264887746139235
Position 84851: 0.3198799963431348
Position 60115: 0.3194174345791094
Position 65663: 0.3054366669536458
Position 83988: 0.29642453360887366
Position 15895: 0.28955000976330114
Position 83931: 0.2668554889445209
Position 81106: 0.24906652268608795
Position 21937: 0.17929925900545812
Position 60096: 0.1620609649296759
Position 24134: 0.16069683662470113
Position 19526: 0.15773572840517885
Position 90168: 0.15769867314008545
Position 72374: 0.14882206959719838
Position 31071: 0.1424070035144396
Position 41131: 0.13786600637322874
Position 84096: 0.13685592871171592
Position 18461: 0.1322580245507078
Position 25233: 0.125693275127578
Position 55931: 0.12554082593105934
Position 46730: 0.116134728062202
Position 52767: 0.11156947995289987
Position 19403: 0.10353940322909916
Position 84065: 0.09801403625384064
Position 57982: 0.09666482338055667
Position 52400: 0.09247335906601956
Position 40999: 0.0902193463167037
Position 35492: 0.08995311995048184
Position 90341: 0.08759593430156387
Position 22065: 0.0866490754466864
Position 51015: 0.08328388466845318
Position 71290: 0.08174954783306897
Position 58234: 0.08110541706618361
Position 17791: 0.07766203794560471
Position 89634: 0.07689875617671495
Position 18368: 0.07583697379670243
Position 26575: 0.07336157031681813
Position 58076: 0.07151199193320723
Position 47470: 0.06931117949334108
Position 52258: 0.06824973605262567
Position 15948: 0.06725126608076057
Position 30235: 0.06623108626612363
Position 28271: 0.062116542586643876
Position 63478: 0.06094628559947295
Position 57182: 0.05856010804595279
Position 21920: 0.058492098372686784
Position 35495: 0.05670523304228416
Position 65083: 0.049419189892080315
Position 71324: 0.048683996592769854
Position 84970: 0.047234542629297355
Position 19560: 0.04677584515591243
Position 54724: 0.04645207255503981
Position 17479: 0.045264808509964095
Position 50858: 0.04473602970929242
Position 28092: 0.04307216641985166
Position 20092: 0.042899786398268996
Position 16879: 0.04236551819658246
Position 18677: 0.041981130874766
Position 29899: 0.04179418085522954
Position 30160: 0.04098906795288407
Position 90059: 0.040498365798782805
Position 66600: 0.040043662356302155
Position 46388: 0.038512951967628606
Position 56718: 0.037905416876544216
Position 31186: 0.037811900318025345
Position 80881: 0.03681678275490893
Position 39885: 0.035286021880380436
Position 63503: 0.03370417251327354
Position 65476: 0.03365847766634442
Position 64563: 0.03152403750201597
Position 50970: 0.030247001075891112
Position 37680: 0.028274758037705558
Position 30074: 0.028081140512538922
Position 71239: 0.027760347104902713
Position 87081: 0.02492611764425595
Position 83637: 0.02412374701725461
Position 20958: 0.023464164032735196
Position 25493: 0.02235886677675151
Position 25452: 0.02046189650704429
Position 19482: 0.020170671582869018
Position 71274: 0.0192247294266593
Position 63915: 0.01883748980040227
Position 56198: 0.0185375351051304
Position 50834: 0.018110644724998036
Position 47823: 0.017785286850692028
Position 35866: 0.017095584454887583
Position 64472: 0.01660671218811267
Position 88067: 0.01600571933283575
Position 83091: 0.015834418940484308
Position 90021: 0.015313064682218974
Position 21985: 0.014921806505299813
Position 64484: 0.014370073828635232
Position 29701: 0.014211464860684033
Position 46210: 0.014062572551879463
Position 26609: 0.01354672483630299
Position 58029: 0.013238267432715174
Position 88259: 0.012551470715406387
Position 19274: 0.012465230316982694
Position 84658: 0.01174845559917561
Position 66774: 0.011641203836160605
Position 52225: 0.011537289698209186
Position 89846: 0.01127962756536933
Position 84524: 0.011138463497576759
Position 17035: 0.009855639532376595
Position 38956: 0.009729856560486529
Position 50948: 0.009693368891885053
Position 90481: 0.009513397146410064
Position 57743: 0.009378551446070728
Position 29071: 0.0093682134240932
Position 73099: 0.009110100375255524
Position 76791: 0.008883567355096678
Position 20752: 0.008727114758400812
Position 84770: 0.008504853720601079
Position 89588: 0.008394883764791444
Position 56054: 0.008206287001661308
Position 84733: 0.008090034269968039
Position 18203: 0.00772166519730033
Position 90084: 0.0075985734591641945
Position 21068: 0.007596559699655566
Position 90133: 0.007225179776050183
Position 26627: 0.007202032178949832
Position 56744: 0.007167383713487038
Position 57687: 0.007053219371367388
Position 17959: 0.0069164812245483785
Position 85730: 0.006840192447377002
Position 83844: 0.006771741100181033
Position 87383: 0.006625535035539513
Position 52963: 0.006579949561696979
Position 54520: 0.006561345266834103
Position 66811: 0.006491736873469555
Position 59397: 0.006403706653108557
Position 17202: 0.006263705745821886
Position 529: 0.0059510860813010045
Position 15341: 0.005898407876639208
Position 30440: 0.0057142013651274165
Position 49834: 0.005624757177561587
Position 25652: 0.005491351853788478
Position 57657: 0.005406212283516987
Position 24228: 0.005292649922283981
Position 28096: 0.005163203963221148
Position 19663: 0.00516203414166419
Position 18811: 0.0051558920527204075
Position 90038: 0.005127069269212849
Position 51032: 0.004910003607591223
Position 50862: 0.004881353508236468
Position 18457: 0.004858549953369719
Position 49863: 0.004789716299563456
Position 26436: 0.004752703001858469
Position 57571: 0.004719909606167306
Position 24644: 0.004638749711753203
Position 83893: 0.0046329593050598306
Position 25498: 0.00461176347170788
Position 86272: 0.004358111506468911
Position 90429: 0.00429587421978434
Position 82313: 0.004273079784896256
Position 87046: 0.004181341044949626
Position 90351: 0.004092484914536206
Position 81615: 0.004006477263748492
Position 25532: 0.004001862656938496
Position 24519: 0.003909837637732607
Position 22242: 0.0037883209335485496
Position 89158: 0.003733912320454212
Position 87262: 0.0036704122964865867
Position 90405: 0.0036619699493591943
Position 50816: 0.00364034579990335
Position 28140: 0.0035883587802266175
Position 53927: 0.0035406896084989245
Position 59058: 0.003471155578155204
Position 86096: 0.003462211293170049
Position 45668: 0.003397415525527968
Position 41112: 0.0033881140401546494
Position 18476: 0.0033724646712062164
Position 40472: 0.003355383707553767
Position 54816: 0.003352800416873297
Position 63250: 0.003320840586214814
Position 56944: 0.00321397121650697
Position 87030: 0.0031649275308250446
Position 31045: 0.0031570603779386263
Position 27562: 0.0030599582963731007
Position 25637: 0.0030343379123873504
Position 84126: 0.0030317022703373686
Position 89596: 0.0029293699941751843
Position 90251: 0.002786207110729233
Position 54768: 0.0027142149844828507
Position 28274: 0.0026611199190427286
Position 64818: 0.0024910597645329343
Position 18765: 0.0023368183264066075
Position 26081: 0.0023163899648023538
Position 15957: 0.0022357640776628717
Position 83821: 0.002219380449194485
Position 56461: 0.0021910014631306663
Position 54239: 0.002143049796532016
Position 86726: 0.0021251737238119303
Position 15625: 0.002121378697273076
Position 626: 0.002086122714917281
Position 24179: 0.0020775360066241943
Position 56430: 0.0020741285978372647
Position 15475: 0.0020471568937900676
Position 90739: 0.002043709989327607
Position 87077: 0.002018761776314258
Position 545: 0.001987555588238731
Position 18505: 0.0019278105564007374
Position 82381: 0.0018799645669439829
Position 86411: 0.0018499032113367163
Position 30373: 0.0018246546917218315
Position 64737: 0.0018210159099206764
Position 49717: 0.001800918460891956
Position 82652: 0.0017508621666548294
Position 87195: 0.0017488831635048808
Position 88147: 0.0016654464915148905
Position 27586: 0.0016248160243778477
Position 83138: 0.0016162440208569646
Position 82317: 0.0015943146971643535
Position 26522: 0.0015661863171225919
Position 18714: 0.0013585636473626068
Position 54193: 0.0011694418431648541
Position 15832: 0.0011533267703639943
Position 41959: 0.0011489754734155277
Position 84898: 0.0010979349654417078
Position 24158: 0.0010921037581576004
Position 26156: 0.001091852847698865
Position 17992: 0.0010756455835476172
Position 56502: 0.0010316904098832467
Position 24424: 0.0009497939233756217
Position 25616: 0.0008732669581683246
Position 88022: 0.0008457258749696736
Position 15980: 0.0008378274706662721
Position 81764: 0.0008198306757071641
Position 58363: 0.0008004076524307296
Position 57434: 0.0007705723242875221
Position 28189: 0.0007581668641500942
Position 84568: 0.0007354385075912636
Position 82928: 0.0007271883717499069
Position 25601: 0.000671092670190561
Position 53591: 0.0006134525626970668
Position 41015: 0.0005868772134382014
Position 57951: 0.0005863976195082809
Position 83021: 0.0005804928838141196
Position 49807: 0.0005759735523736551
Position 53416: 0.0005617281873325815
Position 64785: 0.0005240248660610051
Position 53331: 0.0005116516318289578
Position 54609: 0.000496156152268609
Position 56088: 0.0004922524615135612
Position 83469: 0.00048716122230700164
Position 89540: 0.0004837540761031947
Position 26194: 0.00045560242511895923
Position 25692: 0.00044542470019008645
Position 20883: 0.00042654868623009874
Position 82868: 0.00041982392968745446
Position 89202: 0.0003514372288894726
Position 83656: 0.0003129853593796007
Position 56681: 0.00031040166179999027
Position 84616: 0.00028455569016636755
Position 25550: 0.0002782310875233433
Position 40446: 0.0002633160014692851
Position 89173: 0.0002615811040745201
Position 53259: 0.00025310965944641095
Position 18779: 0.00021976759284289017
Position 83943: 0.0001937685856099117
Position 57395: 0.000184166363424142
Position 18080: 0.00017311925785879379
Position 82014: 0.00016743709271753283
Position 26034: 0.00016550919851259573
Position 83898: 0.00015659716839051886
Position 53468: 0.000152649240009583
Position 82960: 0.00011478051775830998
Position 57190: 0.000108550086619447
Position 24822: 9.125754652237461e-05
Position 23688: 8.470864417697373e-05
Position 83720: 8.308421331502255e-05
Position 81541: 7.672053584405588e-05
Position 89515: 7.038343264466617e-05
Position 35328: 5.9627252549291406e-05
Position 63209: 5.798736011206642e-05
Position 17826: 5.5112848714448e-05
Position 57414: 5.034202543035429e-05
Position 26940: 4.1158210132756886e-05
Position 55966: 3.678524771940366e-05
Position 54198: 2.553558554802289e-05
Position 42382: 2.4524550778026117e-05
Position 27715: 2.3488060820090178e-05
Position 27315: 2.1816672904797888e-05
Position 26965: 2.1813017430407936e-05
Position 49866: 2.0787722987182823e-05
Position 57818: 1.6727733975067394e-05
Position 35424: 1.6386717218849583e-05
Position 57746: 1.5374278047418e-05
Position 26274: 1.367426613220161e-05
Position 35465: 1.2408845002098106e-05
Position 27681: 1.0349639669899088e-05
Position 26960: 9.722497218952705e-06
Position 16565: 7.59413093217412e-06
Position 28323: 5.2176202489481555e-06
Position 83424: 5.081688174894274e-06
Position 26392: 4.941547985508386e-06
Position 27363: 4.045545175202654e-06
Position 84024: 3.7020895187956286e-06
Position 82277: 1.9685337295496877e-06
Position 82289: 1.7047922407695366e-06
Position 53493: 1.184159877512795e-06
Position 53514: 1.003455309281176e-06
Position 53536: 8.967091559528148e-07
Position 26990: 8.034848922680565e-07
Position 86691: 7.328579520479232e-07
Position 26271: 7.23676513833521e-07
Position 57110: 6.562046758202549e-07
Position 26377: 6.072574644800457e-07
Position 42198: 1.32646632146633e-07
Position 25843: 4.952225110986002e-08
Position 25897: 2.3816511819544538e-08
