Gene = Mepe
Position 1929: 0.00033333801368407967
Position 1832: 0.0003288350578501641
Position 249: 0.0003077244014020591
Position 4531: 0.00030639442563278334
Position 2579: 0.0002945047497336617
Position 4493: 0.00028267498629886025
Position 2399: 0.00026959717676330506
Position 7704: 0.0002605411841421887
Position 410: 0.0002556686927266408
Position 7150: 0.0002418425548182319
Position 1515: 0.00022285254611344857
Position 911: 0.00019366910110836337
Position 2276: 0.00018684090379080852
Position 3289: 0.0001755722733901677
Position 1522: 0.0001448009599540047
Position 4539: 0.0001401470264033106
Position 277: 0.0001339250187889545
Position 1202: 0.00013080078742987663
Position 4766: 0.00012786282255244628
Position 1000: 0.00012130936608486677
Position 4479: 0.00010324010956085248
Position 3361: 0.00010094381993307278
Position 1023: 0.00010066694575543481
Position 896: 9.704158940253137e-05
Position 7343: 9.357571699670975e-05
Position 1477: 8.550390425430914e-05
Position 2561: 8.305389565176894e-05
Position 1428: 7.51395821999195e-05
Position 957: 6.69548196806747e-05
Position 2179: 6.681879095741871e-05
Position 300: 6.147941418184061e-05
Position 3218: 5.735248858817065e-05
Position 3169: 5.60480376115546e-05
Position 164: 5.420009878228679e-05
Position 1619: 5.417933346396074e-05
Position 1652: 4.2150290763833585e-05
Position 4453: 4.1196446868413214e-05
Position 1295: 3.6899338811728334e-05
Position 354: 3.628060837504742e-05
Position 1966: 3.530388213796336e-05
Position 1049: 3.214702433371666e-05
Position 1136: 3.063790035541824e-05
Position 1543: 3.0617555296244406e-05
Position 716: 2.955317662620317e-05
Position 1958: 2.9390753982669558e-05
Position 947: 2.7401196164221752e-05
Position 2336: 2.635607129854872e-05
Position 2407: 2.0713172137722435e-05
Position 1843: 1.9821197495698878e-05
Position 936: 1.5778177049037256e-05
Position 1439: 1.4802737692905502e-05
Position 3621: 1.47088615058642e-05
Position 1533: 1.4673734326991084e-05
Position 708: 1.4614760874824071e-05
Position 310: 1.3624661553905089e-05
Position 487: 1.1821537700210172e-05
Position 1535: 1.129380214839845e-05
Position 1755: 1.1023071448519594e-05
Position 3688: 1.0981933996035076e-05
Position 461: 1.0430606481209864e-05
Position 727: 1.0244552127274348e-05
Position 1105: 9.894251572443003e-06
Position 143: 9.634499826063914e-06
Position 840: 8.275254246059676e-06
Position 830: 7.822030076961081e-06
Position 1749: 6.961357974783681e-06
Position 2143: 6.228189710267783e-06
Position 289: 5.600751922632014e-06
Position 1571: 4.364824496105585e-06
Position 1148: 4.156125832393532e-06
Position 788: 2.9702604921504445e-06
Position 417: 2.785245469114442e-06
Position 2429: 1.678444025596303e-06
Position 729: 1.475490130679176e-06
Position 960: 1.4633415485687072e-06
Position 777: 1.3574564875927816e-06
Position 1095: 1.2199361055536793e-06
Position 923: 1.1847399733032828e-06
Position 695: 1.1249712859356988e-06
Position 2318: 8.34238790166552e-07
Position 124: 7.149512150998761e-07
Position 364: 7.007656576383663e-07
Position 918: 6.406136902940618e-07
Position 493: 5.758707844781559e-07
Position 953: 5.392060379780112e-07
Position 438: 5.353363171649044e-07
Position 2305: 4.4435346331203825e-07
Position 357: 3.155965969967773e-07
Position 3866: 2.9303015984404273e-07
Position 512: 7.682524426104137e-08
Position 1948: 5.5942123137861046e-08
Position 1361: 4.964880013535323e-08
Position 1376: 4.953802226303039e-08
Position 1945: 2.1702476420683123e-08
Position 1971: 5.009860259564978e-09
Position 1659: 4.083934691090448e-09
Position 572: 4.881059755920504e-10
Position 136: 3.1008922846766316e-10
Position 1079: 8.892074857012166e-11
Position 470: 7.955592413104884e-11
Position 502: 1.2053081022957173e-11
Position 235: 2.606206544276233e-12
Position 566: 9.123536017033156e-13
Position 762: 8.23391824511127e-13
Position 517: 6.942057393318282e-13
Position 520: 3.705780236404634e-13
