Gene = Rp9
Position 865: 3.2492011949540065e-07
Position 779: 3.0638255587916967e-07
Position 867: 2.9284572255723e-07
Position 611: 2.9086970671776614e-07
Position 863: 2.7899084555366884e-07
Position 2146: 2.636905273565548e-07
Position 879: 2.5683480044735516e-07
Position 803: 2.198680228067118e-07
Position 869: 2.0440156926902879e-07
Position 1196: 4.119324045801903e-08
Position 1053: 9.15555077157987e-09
Position 1231: 5.577123592274407e-09
Position 1051: 5.404295054553099e-09
Position 871: 1.0480088920956629e-11
Position 873: 4.668537753581745e-13
Position 875: 3.773956842858534e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14477: 0.9989072396033075
Position 10845: 0.9929317547220445
Position 11071: 0.8047205306848776
Position 18484: 0.6487989552871837
Position 13316: 0.44282308682504384
Position 4280: 0.38123149263665734
Position 6846: 0.3625277305694457
Position 9278: 0.25558626728316386
Position 16068: 0.23120647150189183
Position 19063: 0.2287475766271912
Position 989: 0.20098584016236998
Position 19493: 0.17609193492813086
Position 4348: 0.14944461601489106
Position 18632: 0.09976845645726916
Position 15893: 0.09265757811530889
Position 19534: 0.09124403537809796
Position 3037: 0.08943085387693947
Position 11514: 0.0793655500853008
Position 3113: 0.07862719204729202
Position 16035: 0.07541912079656424
Position 11085: 0.07468186315708379
Position 9606: 0.07321531320310626
Position 11389: 0.06697805776710669
Position 3793: 0.06055391641414479
Position 18676: 0.05837310014875052
Position 16465: 0.057569514566703596
Position 5756: 0.05755588803080338
Position 19454: 0.0563281970619087
Position 18959: 0.05138180924086327
Position 19326: 0.0512139377039131
Position 10076: 0.049954653256528946
Position 18438: 0.04876781465907247
Position 12687: 0.04811180202551592
Position 16785: 0.047829532663419966
Position 3062: 0.04077989167673467
Position 17752: 0.03851113127271973
Position 7088: 0.03813213745149866
Position 16103: 0.03628749081206104
Position 18267: 0.03447131012510835
Position 19571: 0.03367467054896362
Position 11132: 0.031227644884355928
Position 4283: 0.03092829413128439
Position 16524: 0.02932220968293947
Position 6923: 0.028252153857934805
Position 4161: 0.025810378633726257
Position 12203: 0.022685805910403315
Position 7427: 0.022459629707567246
Position 2628: 0.02230677406651576
Position 14169: 0.0196416787125358
Position 18735: 0.015456827180175088
Position 7401: 0.015263652233012279
Position 16192: 0.014835806718167116
Position 19295: 0.014417187055524177
Position 11312: 0.014214112300040271
Position 4080: 0.013676259926079962
Position 18441: 0.013290340352311112
Position 16011: 0.01249059636196242
Position 19134: 0.012479094962479531
Position 3010: 0.011360198197378433
Position 16117: 0.01110493959481617
Position 16303: 0.01087435162487905
Position 12583: 0.00938569565365393
Position 7198: 0.009332261804061305
Position 8712: 0.009279805119985753
Position 19556: 0.008937076941705426
Position 14065: 0.008548152285907433
Position 14671: 0.00782775121842926
Position 432: 0.00767309756214406
Position 12247: 0.007522739599763733
Position 11335: 0.0074324979008670656
Position 3825: 0.007281310013588633
Position 11435: 0.00728088062498409
Position 18774: 0.007007929424665492
Position 3134: 0.0068171545831752405
Position 11410: 0.006638434233994029
Position 16015: 0.006536433751285732
Position 11355: 0.006502374203967012
Position 2346: 0.0064878897026785995
Position 15077: 0.006314345499574657
Position 13367: 0.006120773095833408
Position 10848: 0.005827392027261938
Position 7430: 0.005328104601757007
Position 14668: 0.0052984714398273385
Position 19550: 0.005262673924068428
Position 11287: 0.005185111048214606
Position 19707: 0.005019529767219038
Position 11267: 0.004671196436102347
Position 1039: 0.0046698058213984475
Position 12621: 0.004306431257371775
Position 6396: 0.004265280616588827
Position 17121: 0.004232805364859136
Position 5699: 0.004092443369326979
Position 17149: 0.0038080504678695264
Position 365: 0.003727765291206453
Position 6374: 0.003552196926834633
Position 12453: 0.0032998510231070284
Position 16077: 0.0032317462415760827
Position 15304: 0.003220154324507728
Position 16123: 0.003115581756285227
Position 17713: 0.0029949042095158444
Position 2260: 0.0029288479896976563
Position 2445: 0.0028331036560099235
Position 12867: 0.0028091151005832254
Position 12218: 0.002643290546970595
Position 16339: 0.0024383808786337217
Position 16227: 0.0024184008263047575
Position 18647: 0.002388852333253389
Position 7003: 0.002329403688515696
Position 2317: 0.002299935832244321
Position 16307: 0.0022901047296889315
Position 2982: 0.0021084384471427926
Position 8057: 0.002105894218478647
Position 2739: 0.002100884418053855
Position 1091: 0.002060552432844473
Position 4468: 0.00204862354439406
Position 1860: 0.0019688462305463587
Position 6357: 0.001952602956506613
Position 11535: 0.0018955752343831035
Position 16931: 0.001854607105303544
Position 14804: 0.0018336732734932015
Position 15011: 0.0018059134104354711
Position 16425: 0.001786887067674713
Position 9128: 0.0017436505867217454
Position 1749: 0.001708184860740038
Position 14723: 0.0016971847883003794
Position 11709: 0.0016244507314527507
Position 3066: 0.001614991665280855
Position 1003: 0.0015231459595768885
Position 4698: 0.0014771282565103955
Position 7282: 0.0014615706027684154
Position 6694: 0.001437450781741905
Position 448: 0.0013636172465590804
Position 19503: 0.0013569027636479868
Position 18721: 0.0013101968526394716
Position 19500: 0.0012793180036074939
Position 4379: 0.0012694560998947838
Position 11099: 0.0012652139548843555
Position 2825: 0.0012560775297035987
Position 16046: 0.0012479987176568334
Position 18681: 0.0011800812802991193
Position 1910: 0.001151687152734019
Position 520: 0.0011482972582378802
Position 12600: 0.0010941316514811125
Position 6127: 0.0010810510840437188
Position 4823: 0.001074092866405705
Position 15190: 0.001018698691784109
Position 12393: 0.0010001892676316346
Position 19867: 0.0009998353816335482
Position 4923: 0.0009830993992316261
Position 17011: 0.0009777210589043874
Position 182: 0.0009715576727847025
Position 13372: 0.0009548380965659472
Position 1820: 0.0009043062662658773
Position 12618: 0.0008767480361041807
Position 15494: 0.000869355644029349
Position 15111: 0.000856821195647293
Position 2214: 0.0007904615224455778
Position 15589: 0.000750168894674673
Position 4519: 0.0007294765815636467
Position 17989: 0.0006806525713881535
Position 13254: 0.0006599872647297328
Position 376: 0.0006594281881352081
Position 2358: 0.0006187762323067714
Position 1390: 0.0006134768628587717
Position 5800: 0.0005941203566795774
Position 525: 0.000580060678963372
Position 611: 0.0005466708099472959
Position 2688: 0.0005452312884707207
Position 18628: 0.000534380605947379
Position 476: 0.0005319344888453076
Position 2979: 0.0005195014698078747
Position 2718: 0.0005154401287452433
Position 6319: 0.0005017960832061605
Position 1144: 0.00047902785916767925
Position 12271: 0.00045289154945483593
Position 15977: 0.0004292909083885769
Position 11096: 0.0004230182967221746
Position 2643: 0.00041485419239563006
Position 15609: 0.00040057110639539847
Position 12767: 0.0003887212065670136
Position 17187: 0.00029815439593410014
Position 1059: 0.00029411910618503263
Position 14767: 0.0002832185716752389
Position 4788: 0.0002817540317935028
Position 484: 0.0002565742884491598
Position 14907: 0.00025343681483551883
Position 11773: 0.00025098961530555127
Position 453: 0.0002444695309003508
Position 3092: 0.00022345006540082704
Position 3688: 0.00021979914183869312
Position 4717: 0.00021097066217232828
Position 13356: 0.00021010784810461284
Position 1827: 0.00019220768978975714
Position 12605: 0.00018727631159431334
Position 14510: 0.00018223024261973
Position 15948: 0.0001673421235047936
Position 2733: 0.00016452769432835773
Position 4037: 0.00016332503943596298
Position 2797: 0.00014394347465849586
Position 391: 0.0001402903670593027
Position 12057: 0.00013785141181089523
Position 3213: 0.00011851557387455889
Position 14435: 0.0001184314135284508
Position 14540: 0.00011391790827676634
Position 15095: 0.00011319798982999738
Position 15125: 0.00010721866388736708
Position 15278: 0.00010361448820070095
Position 11240: 9.89282775207782e-05
Position 15309: 9.778107834613521e-05
Position 569: 9.040939303133372e-05
Position 1824: 8.813817254770993e-05
Position 3181: 8.592616355271956e-05
Position 12199: 8.417420110401004e-05
Position 2450: 8.321065319181976e-05
Position 1948: 7.485998440418078e-05
Position 554: 6.92092896605393e-05
Position 16556: 6.201109898925156e-05
Position 2422: 5.8199374963593015e-05
Position 11977: 5.043521294773994e-05
Position 1362: 4.5689799142637206e-05
Position 542: 4.339416447183603e-05
Position 11233: 4.2717983423612026e-05
Position 12417: 4.2028980235022165e-05
Position 15083: 3.96388139576042e-05
Position 203: 3.950069467878798e-05
Position 14300: 3.555581906638634e-05
Position 1674: 2.4034508587047863e-05
Position 1724: 2.141672376548381e-05
Position 130: 2.0128199782248756e-05
Position 15156: 1.606804473080692e-05
Position 191: 1.5909364658071896e-05
Position 7023: 1.409815248455599e-05
Position 16800: 1.3805586206818102e-05
Position 558: 1.2465924420164903e-05
Position 1064: 1.1705613294192875e-05
Position 11107: 1.1304809012765764e-05
Position 15132: 1.1299278990049309e-05
Position 460: 1.055499553748739e-05
Position 197: 1.0122764204363487e-05
Position 1559: 9.95477278874837e-06
Position 1912: 9.61695033621381e-06
Position 4594: 8.852321199753109e-06
Position 15390: 8.660178668152779e-06
Position 580: 8.30705803995552e-06
Position 387: 8.047052881861632e-06
Position 12252: 7.994201968816026e-06
Position 218: 7.784921232842786e-06
Position 2884: 7.638736255834327e-06
Position 384: 7.372497874196076e-06
Position 1425: 5.647083496837235e-06
Position 3069: 5.615216143635492e-06
Position 15904: 5.54367520569604e-06
Position 13323: 5.227369913372566e-06
Position 11552: 4.5927479177219975e-06
Position 616: 4.576329737254591e-06
Position 1936: 3.979272851967092e-06
Position 628: 2.6410698901830276e-06
Position 14791: 2.2994158672314704e-06
Position 14691: 2.207275338951006e-06
Position 671: 1.906993575143309e-06
Position 1602: 1.836002648325235e-06
Position 11779: 1.761883553894352e-06
Position 1598: 1.6680467335661422e-06
Position 11649: 1.04909183794077e-06
Position 110: 1.0322740880501531e-06
Position 11322: 1.0303246313573547e-06
Position 1570: 1.0029461957690404e-06
Position 587: 9.590141123500489e-07
Position 343: 8.817159405670188e-07
Position 765: 7.895807145846302e-07
Position 618: 7.73137915970375e-07
Position 4800: 7.64591932842488e-07
Position 251: 6.564732304269198e-07
Position 215: 6.424165787030093e-07
Position 242: 5.519300520092414e-07
Position 727: 4.249018951244467e-07
Position 14679: 4.1504930540539264e-07
Position 697: 3.489738289970544e-07
Position 678: 2.8091677253877965e-07
Position 245: 2.7178070667154666e-07
Position 2010: 2.636905273565548e-07
Position 638: 1.9878285895644303e-07
Position 713: 1.9247276468678344e-07
Position 737: 1.9031286234105021e-07
Position 695: 1.4032412300174992e-07
Position 14857: 1.0896277506601241e-07
Position 108: 9.654778430074041e-08
Position 633: 9.283279103743126e-08
Position 254: 4.9764279432417765e-08
Position 692: 3.7055470983309915e-08
Position 104: 3.5133172862363294e-08
Position 788: 3.397468605184515e-08
Position 1096: 3.163931795455123e-08
Position 1010: 2.0637231492125122e-08
Position 14916: 1.6943261869208795e-08
Position 682: 1.4757172446402418e-08
Position 1961: 1.0017422218006503e-08
Position 15147: 8.398642770558164e-09
Position 15015: 7.771334834332298e-09
Position 1307: 7.027949356640194e-09
Position 1369: 3.5666587469949076e-09
Position 1283: 2.184607704422464e-09
Position 1258: 1.60125952191498e-09
Position 1620: 9.954328749502137e-10
Position 1068: 1.553685932799953e-11
