Gene = CHTOP
Position 492: 0.000902833505229594
Position 5598: 0.0008736785244679658
Position 3237: 0.000859763194251352
Position 3591: 0.0007010472651116836
Position 5978: 0.0006684062294282255
Position 4445: 0.000624617106572574
Position 6356: 0.000608237222868671
Position 1164: 0.0005723511654762522
Position 10095: 0.0005701649116502713
Position 1559: 0.0005254598740051658
Position 7504: 0.0004859015080392813
Position 5702: 0.00041494500655213064
Position 1454: 0.00039924866642483594
Position 3418: 0.00037537755372348577
Position 4436: 0.00030435656481981395
Position 9307: 0.0002689997444619898
Position 3115: 0.0002532872901607245
Position 528: 0.0002349833906027208
Position 4474: 0.0002312127303205661
Position 5227: 0.0002224091768244029
Position 4571: 0.00022008635631925758
Position 308: 0.00020731581436638375
Position 4536: 0.0001722130204401328
Position 10300: 0.00014543268575473427
Position 1845: 0.00012635424607512118
Position 703: 0.00011763875656007059
Position 5204: 9.604947795720738e-05
Position 7713: 9.522920868616944e-05
Position 900: 9.213777316684175e-05
Position 3541: 8.509591602872732e-05
Position 2161: 7.992827327343056e-05
Position 299: 7.583225817154904e-05
Position 4077: 7.573823052078348e-05
Position 10504: 7.530957266501717e-05
Position 2746: 7.490512390864779e-05
Position 498: 7.064997832796383e-05
Position 398: 6.966513613292637e-05
Position 9746: 6.954569591466761e-05
Position 474: 6.879343879885256e-05
Position 2827: 6.520540241578195e-05
Position 4828: 5.765868249031957e-05
Position 5752: 5.402345803484821e-05
Position 2816: 5.247245063271362e-05
Position 2564: 5.174809232316179e-05
Position 10414: 4.7168235721473536e-05
Position 3848: 4.647131292643925e-05
Position 10975: 4.614667575890549e-05
Position 281: 4.1016993258108264e-05
Position 1475: 3.9636379341713245e-05
Position 228: 3.806534738933356e-05
Position 2913: 3.7122058433258606e-05
Position 4639: 3.3076634836614944e-05
Position 1404: 3.2818908405600385e-05
Position 6658: 3.1773174254777703e-05
Position 628: 3.0666196061693343e-05
Position 7387: 2.9998924337407325e-05
Position 9235: 2.9739950143278008e-05
Position 10704: 2.8823828224221788e-05
Position 4373: 2.6724909086933096e-05
Position 3524: 2.3384918268825855e-05
Position 779: 1.956111328855305e-05
Position 4035: 1.8929063897396083e-05
Position 2834: 1.8469729187125265e-05
Position 2668: 1.7952892841856682e-05
Position 3279: 1.7630065398167817e-05
Position 1064: 1.718263396380294e-05
Position 1016: 1.231311237359314e-05
Position 2905: 1.2290711462821017e-05
Position 1118: 1.1682431211913178e-05
Position 985: 1.1275364329116585e-05
Position 1107: 8.579760511675037e-06
Position 932: 8.482212632289564e-06
Position 1007: 8.339118367765452e-06
Position 373: 8.109993482711848e-06
Position 4126: 7.13454268316031e-06
Position 255: 3.7872080225831598e-06
Position 584: 3.285364132652604e-06
Position 285: 3.2374116727293006e-06
Position 603: 2.734745340013529e-06
Position 408: 2.2941084425644154e-06
Position 6213: 2.1249236194925077e-06
Position 5447: 1.8857157394785012e-06
Position 10149: 1.2300340220133594e-06
Position 2927: 7.436815774611387e-07
Position 6874: 3.1251988600122884e-07
Position 2767: 3.033476486210721e-07
Position 2789: 9.123198315932122e-08
Position 7143: 4.6079999790784086e-08
Position 383: 2.4433116570439187e-08
Position 17: 2.1650251194787425e-08
Position 376: 1.5587445703677378e-08
Position 714: 1.531079784270772e-08
Position 739: 1.4408884806957006e-08
Position 720: 1.3924255353902774e-08
Position 2743: 1.3735415044221607e-08
Position 333: 9.983221953210876e-09
Position 31: 9.915026271940366e-09
Position 545: 7.383631627540643e-09
Position 633: 7.10792888582917e-09
Position 252: 6.691109669895764e-09
Position 400: 5.629189747504411e-09
Position 209: 2.130566920773087e-09
Position 707: 1.5175143116160045e-09
Position 3167: 2.809669401034487e-10
Position 539: 1.1848522746306593e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2522: 0.991377013704562
Position 9177: 0.9625594499530755
Position 6158: 0.7946459991211309
Position 5318: 0.7072958134467858
Position 4245: 0.6862947354206218
Position 218: 0.2716449467666931
Position 11014: 0.2663949086109102
Position 12167: 0.25010820068538175
Position 7503: 0.23539407980850297
Position 11449: 0.22725326718164288
Position 12016: 0.2023456580703094
Position 8079: 0.17080442213888886
Position 10884: 0.15177173448397277
Position 188: 0.14026008889139
Position 5264: 0.09250936137428022
Position 8193: 0.09156715856980611
Position 11609: 0.09136277490625229
Position 7613: 0.0878766879220448
Position 4264: 0.08587181337059478
Position 8522: 0.044262805717377916
Position 11481: 0.032131338022967124
Position 7639: 0.028694467892521343
Position 11657: 0.027437548841181963
Position 10094: 0.025186781806054798
Position 4306: 0.02427577231056438
Position 5763: 0.019450047355364687
Position 8100: 0.018858267435931716
Position 5567: 0.01488699864288395
Position 6840: 0.014765902014508737
Position 8196: 0.013801471260438432
Position 7837: 0.012472691409395005
Position 10911: 0.011794039378075754
Position 9119: 0.01114368873240288
Position 7730: 0.009584227832728935
Position 4209: 0.009467941246578425
Position 7698: 0.00931669696716036
Position 5906: 0.008279085276716426
Position 5978: 0.008276904477694092
Position 4852: 0.008168152031401697
Position 5787: 0.0074792349707261925
Position 3178: 0.007280121410060595
Position 1313: 0.006908493708161795
Position 3115: 0.0068743563129726355
Position 9667: 0.006342811187011188
Position 8134: 0.005884632040426727
Position 7521: 0.005874800077708506
Position 8254: 0.0057840803054014485
Position 3087: 0.005478760923069981
Position 4426: 0.005415655099611216
Position 10777: 0.005371993766204787
Position 3157: 0.005282639420372204
Position 8267: 0.005157482251347133
Position 11989: 0.005140826379226447
Position 2090: 0.0049808504315115845
Position 5909: 0.004931416312829137
Position 10242: 0.004866680139221226
Position 4470: 0.0044705225587946835
Position 1902: 0.0043763935423150714
Position 849: 0.004109763059700939
Position 1952: 0.003999276900050284
Position 5867: 0.003767489661306592
Position 8304: 0.003759956097138975
Position 10477: 0.0036749479763687723
Position 8472: 0.0035608066013643044
Position 2143: 0.00354818710333324
Position 4492: 0.0034353918188502813
Position 12201: 0.003269703957030341
Position 1425: 0.002976503257937161
Position 7309: 0.002909234967861591
Position 7225: 0.002808057091660109
Position 4797: 0.0027352396678304255
Position 11695: 0.002680260671972458
Position 2472: 0.0026395063150060362
Position 11112: 0.002635725247867528
Position 10009: 0.0024796350213780564
Position 11716: 0.002365809911287366
Position 11713: 0.002297045927101034
Position 7385: 0.0022950069942463715
Position 5535: 0.0022914064994808323
Position 8834: 0.0021876298698575362
Position 6310: 0.002185369694308345
Position 5018: 0.001969481793949548
Position 10370: 0.0019138635446185948
Position 6449: 0.001842871207600955
Position 9841: 0.0018333201015217854
Position 6482: 0.0018005346324500495
Position 9578: 0.0017785862494206152
Position 6910: 0.0017186216011060222
Position 5861: 0.0016946384738517105
Position 7773: 0.0016835544524753266
Position 2064: 0.0016557697708713998
Position 5935: 0.001640246010257596
Position 9943: 0.0016153233387987732
Position 2061: 0.001610430235121804
Position 6862: 0.0016056207033822325
Position 1366: 0.0015674004731451772
Position 1287: 0.0014993543260164892
Position 6163: 0.0014278844524944533
Position 11837: 0.0014162272984772632
Position 11786: 0.0014080644443887494
Position 4273: 0.0013745051019555764
Position 4429: 0.0013019058117263425
Position 4399: 0.0012951949450470874
Position 6973: 0.0012750039404119595
Position 4283: 0.0011793146382275417
Position 9502: 0.001146140654572663
Position 6940: 0.0011154619120182418
Position 10797: 0.0010615085923891556
Position 11670: 0.0010522885697609465
Position 4876: 0.001048215530735685
Position 4598: 0.0010153091571104104
Position 3879: 0.0010112274472535959
Position 3997: 0.0009230141438290742
Position 4500: 0.0008624331296407089
Position 9609: 0.0008409478310897408
Position 11758: 0.0008193873975923918
Position 7358: 0.0008116001070799388
Position 1973: 0.0007996715172504167
Position 2731: 0.0007892562768953255
Position 7922: 0.0007819578109293408
Position 3776: 0.000781726717668338
Position 2900: 0.0007812846081997088
Position 9604: 0.00077735603094612
Position 12139: 0.0007750238394865188
Position 10041: 0.0007595732864553081
Position 5961: 0.0007582917509079987
Position 506: 0.0007426424161435631
Position 5823: 0.0007260505360287061
Position 6177: 0.0007178799369005152
Position 11923: 0.0007111328876436608
Position 2845: 0.0007052644209803461
Position 1473: 0.0006568932885237331
Position 2927: 0.0006408513482891627
Position 7011: 0.0006161812776350053
Position 10397: 0.0006123523729828249
Position 5632: 0.0005479924629403025
Position 5284: 0.0005414131360314715
Position 4527: 0.0005066852008738882
Position 3352: 0.0004922800985400716
Position 10746: 0.0004900383694757585
Position 2417: 0.0004421343308383975
Position 4382: 0.0004413783575140164
Position 6899: 0.00043941691147662826
Position 5988: 0.0004377528779108677
Position 5844: 0.00042375043070455245
Position 11059: 0.0004114942711714746
Position 4449: 0.0004059597399711796
Position 9394: 0.0004053225597624475
Position 4453: 0.00039545943373360147
Position 4432: 0.0003917793819864599
Position 626: 0.00037484232430479955
Position 2930: 0.00037305003845986343
Position 2943: 0.0003681339018804379
Position 6002: 0.00034067408858847164
Position 2539: 0.00034032558586822486
Position 3363: 0.000335657208737925
Position 5186: 0.0003337611279285421
Position 249: 0.0003011279893176396
Position 3309: 0.0002982096293025384
Position 7647: 0.0002842606781145481
Position 4769: 0.000276110855022902
Position 6194: 0.00027237041926277085
Position 9554: 0.0002611635071857755
Position 1523: 0.0002549409717481056
Position 4047: 0.00024658297416692466
Position 7906: 0.00023537675736693602
Position 4144: 0.00023365029886952775
Position 2789: 0.00022809493510598212
Position 2792: 0.00022423594338585314
Position 5995: 0.00022205067127874342
Position 4112: 0.00020367786339255895
Position 9043: 0.00019091982983690753
Position 2149: 0.00017688344183674394
Position 4077: 0.0001642472857147435
Position 11158: 0.00016165246325759616
Position 5596: 0.00016062020437013417
Position 5769: 0.00015794769438773833
Position 1331: 0.00015610107823137465
Position 699: 0.00015535024206992168
Position 1036: 0.0001536056798095647
Position 4378: 0.0001519520129118502
Position 3485: 0.00014999096691032307
Position 1990: 0.0001481715778972698
Position 531: 0.00014660779254964154
Position 4679: 0.0001430562003994172
Position 3847: 0.00013870927885318925
Position 1812: 0.00013847866344218247
Position 5024: 0.00013656237429354222
Position 536: 0.00013107246026385988
Position 6889: 0.00012927112848239874
Position 6503: 0.00011284970449519713
Position 4462: 0.00011024653010768078
Position 4802: 0.00010722809757936856
Position 392: 0.00010561419372002775
Position 6346: 9.971189497102414e-05
Position 5332: 9.492688920136128e-05
Position 261: 9.467716725871629e-05
Position 9525: 9.219516601687056e-05
Position 4531: 8.694713306610652e-05
Position 4715: 8.366442843266996e-05
Position 4315: 7.821544273680275e-05
Position 5511: 7.403598982376105e-05
Position 4994: 7.304151470035838e-05
Position 6073: 7.190440607363142e-05
Position 3819: 6.95526062805728e-05
Position 9845: 6.887080345532431e-05
Position 1540: 6.65876824425864e-05
Position 1744: 6.379290956175553e-05
Position 5341: 6.344756484720052e-05
Position 5575: 6.28573923471904e-05
Position 3214: 6.003098940942348e-05
Position 6119: 5.616587895637249e-05
Position 9476: 5.596745657765331e-05
Position 2977: 4.781635717985102e-05
Position 2551: 4.773567500637302e-05
Position 3324: 4.603935466041432e-05
Position 7803: 4.551189216278466e-05
Position 2157: 4.3302666438505015e-05
Position 2252: 4.327793729202939e-05
Position 571: 3.9328848392974695e-05
Position 1380: 3.851910141342676e-05
Position 554: 3.807765815670969e-05
Position 4172: 3.806417278485173e-05
Position 5040: 3.801168411723753e-05
Position 2806: 3.774526177577407e-05
Position 6879: 3.678743783426691e-05
Position 2693: 3.672627891953549e-05
Position 198: 3.6335157689676214e-05
Position 988: 3.6166999850932204e-05
Position 4354: 3.5510461917736575e-05
Position 1121: 3.498174139322524e-05
Position 3444: 3.402277758042937e-05
Position 1237: 3.343283466681852e-05
Position 2707: 3.246839391846351e-05
Position 3694: 2.9483837619736963e-05
Position 369: 2.9446833806302254e-05
Position 4318: 2.8908657358675636e-05
Position 3821: 2.7054615032246806e-05
Position 4396: 2.644304630286496e-05
Position 2003: 2.5273612711796718e-05
Position 4090: 1.9404235113356456e-05
Position 1448: 1.8795445224971154e-05
Position 2066: 1.646972323302093e-05
Position 7540: 1.627050605647501e-05
Position 6608: 1.3523294446289452e-05
Position 2178: 1.2173691586506184e-05
Position 3534: 1.1867635737600518e-05
Position 1904: 1.1845863319865397e-05
Position 1864: 1.1229294280918253e-05
Position 491: 1.1101681903597505e-05
Position 1064: 1.0108935669439493e-05
Position 985: 1.0092843111851768e-05
Position 3839: 9.452431908666272e-06
Position 515: 8.603992390526542e-06
Position 308: 8.470681071916741e-06
Position 1325: 7.287612432185186e-06
Position 2332: 7.146201241557179e-06
Position 413: 7.069274107835599e-06
Position 2424: 6.886182486275162e-06
Position 906: 6.290508979676504e-06
Position 3528: 6.193417937147148e-06
Position 633: 5.87217996756933e-06
Position 2949: 4.888848920910204e-06
Position 2555: 4.647306066514243e-06
Position 1214: 4.173753335369117e-06
Position 1142: 3.682994233283499e-06
Position 875: 3.1827847216683833e-06
Position 533: 2.4288515631682393e-06
Position 667: 2.3800462333543744e-06
Position 3009: 2.174643365219641e-06
Position 5572: 1.441745294340288e-06
Position 5095: 1.129522701156444e-06
Position 5581: 4.690457084250408e-07
Position 5109: 3.673524281419343e-07
Position 2710: 3.105036285480881e-07
Position 5240: 3.0969719034684554e-07
Position 2816: 2.816845052558512e-07
Position 2682: 2.3134890476315579e-07
Position 923: 1.9954786960769427e-07
Position 2908: 1.6218368439893125e-07
Position 1012: 1.4800211414458105e-07
Position 2983: 1.388799840798814e-07
Position 2564: 1.1438644224889275e-07
Position 2954: 1.1190074869026782e-07
Position 4060: 1.1163348916638639e-07
Position 2276: 1.0904105980582458e-07
Position 299: 1.0459040020239387e-07
Position 2717: 8.456979730764059e-08
Position 1453: 7.932120076889888e-08
Position 7005: 7.669832561344764e-08
Position 3901: 7.469684023544931e-08
Position 575: 6.53495818348734e-08
Position 563: 5.364698213933087e-08
Position 1916: 5.2901194908081604e-08
Position 2577: 4.3593834840939915e-08
Position 2217: 3.57594071320208e-08
Position 2587: 3.251515122098026e-08
Position 1834: 2.5515146325141542e-08
Position 1078: 2.520426457454422e-08
Position 273: 2.3553986070697045e-08
Position 830: 2.1357675979370643e-08
Position 762: 2.1275220169395308e-08
Position 7049: 2.073563021771818e-08
Position 1654: 1.8575740365368294e-08
Position 1706: 1.8296332576307682e-08
Position 1438: 1.7439099831815203e-08
Position 3734: 1.543650344842745e-08
Position 3040: 1.4311238649608685e-08
Position 444: 1.3146582494451004e-08
Position 3120: 1.2686213167658949e-08
Position 2299: 1.2620597156861533e-08
Position 539: 1.131169491569008e-08
Position 340: 1.1241565447091355e-08
Position 427: 9.741143397819486e-09
Position 656: 8.053426174124706e-09
Position 584: 6.407890501927294e-09
Position 1475: 6.347257048819294e-09
Position 2957: 6.34680276590231e-09
Position 433: 5.189654015890566e-09
Position 406: 4.174757340568386e-09
Position 581: 3.34989728165513e-09
Position 3231: 3.2972988137399892e-09
Position 3570: 3.1094308906656803e-09
Position 2270: 2.8065846282224064e-09
Position 270: 1.7530220947069747e-09
Position 349: 1.523163388735088e-09
Position 677: 1.4011455900533243e-09
Position 315: 9.093931156058001e-10
Position 545: 8.315247482693139e-10
Position 424: 7.37518380782848e-10
Position 343: 5.623040393438075e-10
Position 643: 5.081653935992356e-10
Position 2315: 4.2398159342906737e-10
Position 598: 3.731828940529033e-10
Position 318: 3.693844578228628e-10
Position 590: 3.617934559481977e-10
Position 2294: 1.2284400953884563e-10
Position 1339: 9.324141139806942e-11
Position 720: 7.57966262390245e-11
Position 312: 6.019899730903088e-11
Position 455: 4.5348044905784076e-11
Position 935: 1.1653577563213117e-11
Position 327: 6.286437035413191e-12
Position 101: 7.8292044515931e-14
Position 118: 6.374103802269157e-14
Position 122: 1.7785628378831e-14
Position 130: 9.472958410122661e-16
Position 145: 3.8230750648992e-16
Position 88: 2.235270554321845e-16
Position 83: 1.141835762276367e-16
Position 98: 1.4511580806785957e-17
