Gene = U2SURP
Position 25972: 0.006495949287998844
Position 36706: 0.006413713904768662
Position 19303: 0.0047082537215263846
Position 15157: 0.0032315837694123807
Position 26661: 0.0031938091655509537
Position 26539: 0.0024203448570415923
Position 19752: 0.002388373140178183
Position 36675: 0.002162410180769795
Position 21223: 0.0018210671448007601
Position 15502: 0.0006567669447670556

Sorted 3' Splice Sites (High to Low Probability):
Position 33348: 1.0000000000000004
Position 10682: 0.9999999999999977
Position 25609: 0.9977967436488656
Position 20957: 0.9974242695705414
Position 37354: 0.9829873698955969
Position 36568: 0.9578283406034627
Position 12771: 0.9272249033553553
Position 14717: 0.9208851647464238
Position 19059: 0.9103250930344252
Position 34442: 0.8884783112479571
Position 15302: 0.8755250836357699
Position 41577: 0.8394335375199089
Position 21313: 0.8224552519575978
Position 35639: 0.7436962231403446
Position 19933: 0.7429117217131838
Position 9456: 0.7279490795673201
Position 42061: 0.6969850786568055
Position 18429: 0.64889896983474
Position 41852: 0.6395579047830537
Position 31731: 0.3659548431966305
Position 9275: 0.3125992716362402
Position 18405: 0.2404888668734156
Position 26943: 0.22544087199126062
Position 26800: 0.2195023398021166
Position 19903: 0.18161105044429438
Position 19810: 0.15933233212505452
Position 37095: 0.15674218088737563
Position 13896: 0.14075632623224474
Position 35649: 0.11391745943495596
Position 13841: 0.10730805867346958
Position 36848: 0.10464653290894783
Position 34693: 0.0979732609984141
Position 21342: 0.09589337490157224
Position 23133: 0.07467282152317116
Position 43450: 0.07331143994987807
Position 38664: 0.06314075157783809
Position 35055: 0.062013439780500515
Position 22435: 0.0579914339843462
Position 42770: 0.054241301580512116
Position 14772: 0.05072478719566636
Position 34696: 0.0493359240330538
Position 40225: 0.04571695349052527
Position 20667: 0.041937780345777824
Position 15287: 0.03664416088423112
Position 35281: 0.03489260472516251
Position 15305: 0.034797075492539714
Position 24543: 0.027742696311356767
Position 41825: 0.026692048717139608
Position 23233: 0.023829178974500122
Position 20196: 0.023249904098360447
Position 18265: 0.022343999156103453
Position 15250: 0.022036048140634746
Position 42250: 0.02173088495938523
Position 22944: 0.021694295789132085
Position 15649: 0.019039176082959568
Position 36902: 0.017724923864051778
Position 18326: 0.01696191782069165
Position 35675: 0.01568839108426211
Position 21453: 0.01492871823241785
Position 20348: 0.014820540382486556
Position 35284: 0.013553799266347229
Position 36403: 0.013518286569497492
Position 34720: 0.013322938607310082
Position 17962: 0.011853055320434647
Position 37278: 0.011745361108348812
Position 35530: 0.0112289084251
Position 19710: 0.010506514280357619
Position 20258: 0.0100121785174109
Position 35105: 0.009175847607952335
Position 21197: 0.006313806216186594
Position 25846: 0.006149233078771181
Position 21346: 0.005662417711468598
Position 18909: 0.004459956071826046
Position 18957: 0.004216175604794919
Position 15362: 0.0034040336981257372
Position 14971: 0.0032315837694123863
Position 26522: 0.0031938091655509537
Position 36286: 0.0029248843010204924
Position 15274: 0.0028936438734138655
Position 26367: 0.0024203448570415923
Position 37968: 0.0022268285520543976
Position 37572: 0.0020977076625452997
Position 38806: 0.0020080692880442494
Position 19199: 0.0016259698985561673
Position 15620: 0.0015357064941557178
Position 34323: 0.0007866047274101798
Position 38332: 0.0007828630830470105
Position 25780: 0.00034671620922766406
Position 36857: 0.00020519895310991968
Position 18938: 0.00018621549524326411
Position 18871: 0.00011844560846483469
Position 37129: 9.899260628097736e-05
Position 34264: 9.159822658024771e-05
Position 34242: 8.967926310721045e-05
Position 37179: 2.8081588119533223e-06
Position 15191: 1.547749577019593e-06
