Gene = Mrps18c
Position 278: 0.00045024838893429974
Position 1034: 0.0004020295924178232
Position 2022: 0.0003877301562417438
Position 4272: 0.0003402988735285283
Position 171: 0.00033467152827075357
Position 4052: 0.0003316827838454308
Position 287: 0.00032487781443469866
Position 5545: 0.00032142425559862804
Position 4567: 0.00027942034753613605
Position 96: 0.00024822579580944897
Position 384: 0.00013566702929163123
Position 3659: 0.00012715255176052868
Position 532: 0.0001227613341117788
Position 724: 0.0001001980111210508
Position 769: 8.706369055083196e-05
Position 552: 7.97285194524887e-05
Position 155: 6.859655602220848e-05
Position 3322: 6.209722641454189e-05
Position 4514: 5.67489720138698e-05
Position 1147: 5.475963865633956e-05
Position 686: 4.8609016161320046e-05
Position 1648: 4.7580899663499726e-05
Position 863: 3.304664136864616e-05
Position 3488: 3.100959590940922e-05
Position 1201: 3.0916231668784044e-05
Position 1429: 3.054066974579311e-05
Position 3428: 2.959976208507611e-05
Position 1154: 2.1850483071996703e-05
Position 33: 1.5783182245146513e-05
Position 493: 1.528249221864034e-05
Position 821: 1.512813656703476e-05
Position 645: 1.3314340021112352e-05
Position 2091: 1.3254567197201604e-05
Position 2108: 1.1909013079037564e-05
Position 348: 1.1386639267356902e-05
Position 581: 1.1175650572396472e-05
Position 1167: 1.0283282397189523e-05
Position 53: 8.550561535160011e-06
Position 566: 8.508034926391857e-06
Position 831: 7.079552503107216e-06
Position 563: 7.020737233210617e-06
Position 1732: 6.9829532052201755e-06
Position 1758: 6.15679828109307e-06
Position 356: 5.726201322205451e-06
Position 329: 5.441009319154783e-06
Position 1637: 5.3687117638894875e-06
Position 585: 5.055940713414876e-06
Position 2105: 4.648098041576196e-06
Position 1107: 4.016764795507185e-06
Position 664: 3.759617660886625e-06
Position 479: 3.502646408669451e-06
Position 342: 3.262282494338054e-06
Position 1521: 3.129438401568128e-06
Position 163: 2.974746565085609e-06
Position 469: 1.7776524505844494e-06
Position 779: 1.4584579748811702e-06
Position 610: 1.4584491196448776e-06
Position 476: 1.3025930245976401e-06
Position 655: 1.183135997618038e-06
Position 873: 1.1781506701686614e-06
Position 997: 1.077120932939187e-06
Position 732: 9.861222540054208e-07
Position 692: 8.879443674615752e-07
Position 386: 8.7119398142159e-07
Position 389: 8.188389882777551e-07
Position 1786: 7.034380592675493e-07
Position 604: 6.878217269083958e-07
Position 1503: 5.858506405859457e-07
Position 658: 5.826827144317662e-07
Position 589: 5.141060486505538e-07
Position 1756: 5.111969185851084e-07
Position 168: 4.3988412555195057e-07
Position 1042: 3.4051918590935106e-07
Position 406: 3.086034523042763e-07
Position 1542: 2.0641861207317217e-07
Position 12: 9.52923304261074e-08
Position 930: 2.283418642722386e-09
Position 906: 4.165411658335407e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5704: 0.7373644254277577
Position 5342: 0.6068480266383085
Position 3280: 0.5806977983401678
Position 924: 0.413918240658981
Position 5487: 0.21458984452634725
Position 849: 0.10334226197548713
Position 3240: 0.1031758516755765
Position 1926: 0.05828850189829908
Position 877: 0.043277600275270785
Position 4835: 0.04207314102455112
Position 2268: 0.02917826291096473
Position 794: 0.021380268313557705
Position 3284: 0.0199084217501381
Position 3564: 0.01963482036997888
Position 1888: 0.018847444399708504
Position 5464: 0.01705230600241895
Position 1520: 0.01663144435075229
Position 4158: 0.011106425332276406
Position 1364: 0.010368399767820063
Position 1323: 0.009016227425798058
Position 746: 0.007920885613487
Position 5514: 0.007556385421383602
Position 5180: 0.006509859553585845
Position 4368: 0.006448825985035472
Position 3251: 0.005669766817043483
Position 4560: 0.005582943753915595
Position 645: 0.005113806645142185
Position 3632: 0.004691072650122296
Position 885: 0.004224207542962434
Position 3739: 0.0035356237056962353
Position 3069: 0.003266878241530604
Position 3129: 0.0030033975201835305
Position 4425: 0.0028226115023843633
Position 5252: 0.0027243038376115027
Position 695: 0.00271475756176833
Position 1306: 0.0024445293875212746
Position 3133: 0.002257878916568804
Position 3039: 0.002050794472673762
Position 1013: 0.002046251460513723
Position 5296: 0.001977577372640827
Position 956: 0.0017909449204290687
Position 3676: 0.0016732614865372624
Position 2731: 0.0016117388932350627
Position 1542: 0.0014990077254298062
Position 4856: 0.0014350166891813048
Position 453: 0.0013584887174652696
Position 4088: 0.001306404113296761
Position 5682: 0.0011731518067712333
Position 3161: 0.0010824853343173095
Position 5090: 0.0010646450182909308
Position 715: 0.0010174855315677083
Position 940: 0.0009667427757461371
Position 3112: 0.0008949614673704609
Position 4503: 0.0008928424246428477
Position 5525: 0.0008036406869457866
Position 1273: 0.0007373202157669914
Position 4332: 0.00072538625514227
Position 3683: 0.0006616602775827925
Position 3659: 0.0006184727006807756
Position 3605: 0.000611297626772226
Position 4885: 0.0005828997919093583
Position 1573: 0.000577463437932031
Position 5277: 0.0005399900307272738
Position 4437: 0.00048148978854619794
Position 5716: 0.00046657721428954843
Position 817: 0.0004609551030905504
Position 965: 0.00043282904349359954
Position 3895: 0.0004193494360276403
Position 2004: 0.00039401626588819944
Position 1016: 0.00037532457334867037
Position 1241: 0.0003314180015162871
Position 4587: 0.0003228319359481163
Position 4949: 0.00031198441146139774
Position 3307: 0.0003111304910343503
Position 168: 0.0003064782835716908
Position 3262: 0.0002821719912383275
Position 4253: 0.00027643244857136745
Position 1968: 0.0002587853094305402
Position 3584: 0.0002514587509410722
Position 2735: 0.00023859870301255124
Position 4135: 0.00023383302398404792
Position 3214: 0.00021816374916866125
Position 5440: 0.00021513101831478407
Position 5192: 0.00020420395032344545
Position 5798: 0.00018613973330372407
Position 1408: 0.00017593725577650664
Position 1200: 0.0001751795894266674
Position 3514: 0.00015648678396918835
Position 769: 0.00014523186764273216
Position 5569: 0.00013323560658612372
Position 1334: 0.00012816905221585864
Position 3347: 0.00012320982060919406
Position 560: 0.00012085644915721207
Position 5013: 0.00011648642643973927
Position 3389: 0.0001122269339536427
Position 4101: 0.0001006728857803273
Position 4604: 9.02630897134867e-05
Position 5746: 8.580573284433904e-05
Position 3484: 8.454741221038269e-05
Position 311: 8.226135578629405e-05
Position 1588: 7.832053623832976e-05
Position 1659: 6.938109866295017e-05
Position 4143: 6.64243867874701e-05
Position 4381: 6.070822026634449e-05
Position 4989: 4.7911831272095134e-05
Position 1551: 4.691726911615736e-05
Position 3431: 4.506491165352841e-05
Position 1594: 4.434426722147759e-05
Position 2408: 4.3290362499882746e-05
Position 1432: 4.0710509782821216e-05
Position 4995: 3.3776079616135926e-05
Position 1194: 2.975736437550962e-05
Position 1865: 2.9428568684758247e-05
Position 4581: 2.824041680587174e-05
Position 2809: 2.687017578894508e-05
Position 1622: 2.504707798354108e-05
Position 351: 1.8479994714742362e-05
Position 356: 1.7220051622171152e-05
Position 2288: 1.703378434070815e-05
Position 1421: 1.6443960511286012e-05
Position 383: 1.3065752914042704e-05
Position 545: 9.27946340153646e-06
Position 364: 8.591878655101698e-06
Position 1093: 6.825182396318371e-06
Position 389: 6.3894502098962994e-06
Position 176: 6.113322169952712e-06
Position 2044: 6.007099538438345e-06
Position 517: 4.548932001497488e-06
Position 1378: 3.757525614652437e-06
Position 706: 3.583185967112092e-06
Position 702: 3.3977242512811667e-06
Position 317: 3.2011479205429836e-06
Position 109: 3.1596670515872344e-06
Position 1325: 3.05908795812024e-06
Position 566: 2.821853254052423e-06
Position 1050: 2.1847492802769815e-06
Position 1055: 1.6813698231613331e-06
Position 720: 1.4888767452390385e-06
Position 3081: 7.432489644450753e-07
Position 525: 6.344801030787478e-07
Position 72: 5.873879530270495e-07
Position 1627: 5.582430236767301e-07
Position 1487: 5.336423154792708e-07
Position 4235: 3.7287460621602904e-07
Position 1666: 3.401013330739041e-07
Position 532: 3.0145831476506337e-07
Position 324: 2.5719953277660395e-07
Position 366: 2.050761343840074e-07
Position 724: 1.9605027103892078e-07
Position 372: 1.4676477236404184e-07
Position 342: 1.4107130903917383e-07
Position 117: 1.3134374778877164e-07
Position 973: 1.0551783076464435e-07
Position 184: 8.863079981422607e-08
Position 718: 8.737700646648161e-08
Position 138: 5.474489294441402e-08
Position 1163: 4.510670716371059e-08
Position 329: 4.497724355448519e-08
Position 180: 3.8933429452490655e-08
Position 335: 3.3930655397412414e-08
Position 1068: 2.9259915518606673e-08
Position 131: 2.9208309200852018e-08
Position 127: 2.0794568075971996e-08
Position 86: 1.8181911900695835e-08
Position 1071: 1.399333408203784e-08
Position 980: 1.3240278711696985e-08
Position 125: 1.0810529111685262e-08
Position 78: 8.575512592576458e-09
Position 1450: 2.2544810506130304e-09
Position 374: 1.1937785702259223e-09
Position 259: 1.02505673379623e-09
Position 230: 9.244338464852173e-10
Position 233: 8.813899905595724e-10
Position 121: 8.000506054684438e-11
Position 90: 6.7639230780243645e-12
Position 251: 5.924319086289964e-12
Position 291: 5.794093620917933e-12
Position 80: 2.2322434493032814e-12
