Gene = BROX
Position 289: 3.995140510328622e-06
Position 768: 3.234986358540544e-06
Position 480: 3.165482785625149e-06
Position 909: 2.282883113045564e-06
Position 1211: 1.3201897698203092e-06
Position 86: 7.752490052959042e-07
Position 695: 4.069162933561336e-07
Position 902: 2.535771162894873e-07
Position 965: 2.3418333884380473e-07
Position 968: 1.8039859839139283e-07
Position 412: 3.3980545714485924e-09
Position 446: 5.455598015565148e-10
Position 326: 4.0840475316768084e-10
Position 262: 1.1447469632996559e-10
Position 155: 3.079737183309408e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12896: 0.9703886625803729
Position 6709: 0.9653541721406182
Position 17473: 0.9453308761121961
Position 14614: 0.933047772656751
Position 20074: 0.8995090166016926
Position 3130: 0.8146862680609867
Position 11495: 0.7542778415816818
Position 2591: 0.6787276685592202
Position 17066: 0.6680247674875267
Position 16189: 0.4964414098410025
Position 6371: 0.3976860790064063
Position 22114: 0.3305442305059595
Position 16836: 0.2897249899534015
Position 10332: 0.254253576221491
Position 6237: 0.24321275735630368
Position 6286: 0.22098117199830208
Position 9865: 0.19993870979766623
Position 16118: 0.19610904272004587
Position 2825: 0.1939141336115162
Position 1034: 0.18064532634437744
Position 11538: 0.16937114775068324
Position 3166: 0.16004021989930792
Position 702: 0.1595311510820491
Position 20347: 0.1432763982614419
Position 9915: 0.0800526490084605
Position 12266: 0.07481838952713118
Position 18803: 0.06501253134565457
Position 2400: 0.06403708130046094
Position 7471: 0.06270736513735461
Position 20320: 0.060943123049986
Position 358: 0.06071582103832834
Position 11882: 0.046932788991866155
Position 7449: 0.043283988512690344
Position 6576: 0.040479084045494156
Position 15346: 0.03670627474935971
Position 7897: 0.03279579493576783
Position 9790: 0.029795274172425217
Position 18312: 0.028364261253201208
Position 6563: 0.02792661651515171
Position 736: 0.026708516917265286
Position 20571: 0.02375478959882053
Position 480: 0.022133425832357386
Position 5910: 0.021352029112139494
Position 9837: 0.02126861136411807
Position 20547: 0.019224710959522797
Position 16789: 0.017832249470831268
Position 22214: 0.015319158985406476
Position 22327: 0.015033373798960324
Position 8997: 0.014197157897071851
Position 21957: 0.013430041006551013
Position 16861: 0.01336293790386648
Position 16084: 0.012390290617182316
Position 20709: 0.011342177961688177
Position 9762: 0.011099443489404507
Position 20039: 0.010742779979211178
Position 14562: 0.009996376809196449
Position 15156: 0.009979637498292544
Position 18826: 0.00965881903050243
Position 9033: 0.009646716469948415
Position 2430: 0.008896579699247103
Position 11941: 0.008720912987049027
Position 16706: 0.008254525187710878
Position 16205: 0.007762791217265885
Position 2610: 0.007289811225281792
Position 11886: 0.006584897224557184
Position 489: 0.00638620421710213
Position 17564: 0.0059673519749179425
Position 15104: 0.00542444260403608
Position 11818: 0.00519526520104747
Position 6199: 0.005165238620763777
Position 361: 0.005159184362696868
Position 523: 0.004724820785051845
Position 6162: 0.004469870547899462
Position 17299: 0.004049108108952586
Position 18868: 0.003788060416093608
Position 18733: 0.003526814016605868
Position 13125: 0.003438758705719744
Position 292: 0.003276671665181044
Position 6742: 0.0032633434713163277
Position 16925: 0.0028321837210947116
Position 20365: 0.0027310328307963024
Position 16742: 0.0024713664714645744
Position 6651: 0.002467453651456076
Position 5433: 0.00236601751875618
Position 19295: 0.002322952791777172
Position 6595: 0.002050000273627361
Position 7968: 0.0019385012896687228
Position 22547: 0.001844398604906039
Position 21411: 0.0018014433638714109
Position 17449: 0.0017638492579975865
Position 10007: 0.0017511492811796033
Position 17748: 0.0017438684770542555
Position 16997: 0.0017021083656266847
Position 12423: 0.0017015503355790767
Position 1115: 0.001673960094986436
Position 20952: 0.0016329803015777016
Position 7299: 0.0015008464879345414
Position 15228: 0.0013945342625750843
Position 11109: 0.0013829348212171528
Position 14588: 0.0013696273443301278
Position 7336: 0.001294734936592845
Position 913: 0.0012130246785104686
Position 16270: 0.0012110632350637517
Position 16254: 0.0011817303225809509
Position 2462: 0.0011738068623259755
Position 17536: 0.0011547574910485067
Position 985: 0.0011532347021309805
Position 17401: 0.0011390097367203853
Position 22395: 0.0010868819518333453
Position 6931: 0.0010283061315752929
Position 17340: 0.0010282948989833146
Position 11750: 0.0009582250058424522
Position 20293: 0.0009049549929042802
Position 14951: 0.0008563722182952904
Position 575: 0.000854321721678245
Position 15425: 0.000784844502413014
Position 543: 0.0007829687695739053
Position 18369: 0.0007806941688702991
Position 5304: 0.0007661954373168712
Position 18348: 0.0007363206086801451
Position 15136: 0.0007164094218105901
Position 13915: 0.000691508782395267
Position 5396: 0.0006803353157251064
Position 14478: 0.0006343315034720179
Position 13102: 0.0006295952982239064
Position 17881: 0.0005916907077038907
Position 17484: 0.0005577730378612052
Position 1228: 0.0005400464381876596
Position 2628: 0.0005296232629182014
Position 2642: 0.0005069195407623469
Position 7356: 0.00043025624931790845
Position 3425: 0.0004182537772458074
Position 17717: 0.0004094349679315791
Position 2645: 0.00040872192326819347
Position 14971: 0.00035264560071139524
Position 587: 0.00034782808739849085
Position 6965: 0.0003275669783495967
Position 17733: 0.00031778521656112586
Position 18408: 0.0003080012980741077
Position 221: 0.00030625606232268605
Position 18128: 0.00029143601652810273
Position 7014: 0.00026836756692828203
Position 4130: 0.0002597356933804053
Position 14418: 0.00023496380003430476
Position 738: 0.00023056690496152198
Position 2671: 0.00022372100069014626
Position 8939: 0.00020212179939538096
Position 6597: 0.00018990536330808937
Position 14985: 0.00018255255410802162
Position 5365: 0.000174623494490416
Position 14520: 0.0001383635162750318
Position 8955: 0.00013819545910153798
Position 501: 0.00013627082159994153
Position 635: 0.00012735769290908344
Position 7240: 0.00011691552710754968
Position 14372: 0.00011567486247638547
Position 828: 0.00010486546140188115
Position 20400: 7.292644379552999e-05
Position 7040: 6.778471033160715e-05
Position 15350: 6.768256413897285e-05
Position 6877: 6.619525412225599e-05
Position 7027: 5.2713900930672806e-05
Position 11165: 5.178101685632663e-05
Position 17699: 4.626835915820191e-05
Position 6895: 4.348697252702069e-05
Position 3397: 4.253541958506193e-05
Position 11834: 3.195615640562858e-05
Position 15960: 3.1838255427977966e-05
Position 7073: 2.9397082959819966e-05
Position 6892: 2.7754762043448796e-05
Position 446: 2.0164932162070754e-05
Position 15161: 1.4548820013356737e-05
Position 6140: 1.3437124094945898e-05
Position 162: 1.2769474637091609e-05
Position 591: 1.2713272329276815e-05
Position 6774: 9.4470711261276e-06
Position 459: 9.23520346087144e-06
Position 749: 9.209734617436907e-06
Position 6746: 8.287972520094687e-06
Position 197: 6.015102477305e-06
Position 637: 5.6584810966951965e-06
Position 812: 4.865474144234622e-06
Position 806: 3.7059975047364215e-06
Position 7475: 3.3041129530602996e-06
Position 7194: 3.0478802789102223e-06
Position 17766: 2.7651378701286007e-06
Position 18899: 2.6610707076216654e-06
Position 453: 2.3082181874761488e-06
Position 7559: 2.3002254914154305e-06
Position 512: 2.2544592982559167e-06
Position 420: 1.982771846604468e-06
Position 153: 1.682758941590064e-06
Position 810: 1.3975114214379776e-06
Position 6946: 1.369681909174629e-06
Position 7048: 1.3128527822113142e-06
Position 650: 1.249393453203811e-06
Position 843: 1.0724466666106944e-06
Position 547: 8.333642204109938e-07
Position 14389: 7.743179425512335e-07
Position 130: 5.595512544412078e-07
Position 382: 3.732822043514957e-07
Position 944: 3.117788785027864e-07
Position 7091: 2.807963664372228e-07
Position 936: 2.1239167338600765e-07
Position 12610: 2.1134918079908738e-07
Position 951: 9.102357498393694e-08
Position 863: 7.964704969526417e-08
Position 134: 6.767112959609637e-08
Position 3216: 6.291763629975542e-08
Position 7869: 5.144363982204522e-08
Position 1068: 4.8915712607942704e-08
Position 3186: 2.5746371042755682e-08
Position 1053: 2.1760398453541795e-08
Position 1120: 1.2620953214308245e-08
Position 14352: 1.24228644745268e-08
Position 138: 1.1164577244992137e-08
Position 916: 8.083746460182278e-09
Position 127: 6.057825771655186e-09
Position 402: 2.3505874205415625e-09
Position 394: 1.7346833835409933e-09
Position 404: 7.351471805572754e-14
