Gene = tweek
Position 27053: 7.127346041206366e-07
Position 27171: 6.687713864353292e-07
Position 996: 6.526784048711594e-07
Position 23924: 6.059369138288214e-07
Position 1250: 5.983594851450741e-07
Position 766: 5.556997913462153e-07
Position 23881: 5.504041450913733e-07
Position 14888: 5.438998492455663e-07
Position 726: 5.253740636227547e-07
Position 22314: 5.170662740925229e-07
Position 6891: 5.037325491351623e-07
Position 27840: 4.6645934133515437e-07
Position 17682: 4.403696451541632e-07
Position 4: 4.3778827239987196e-07
Position 3213: 4.2855068436152e-07
Position 14687: 4.101151560599064e-07
Position 15885: 4.0852484402733185e-07
Position 17687: 3.944747274767895e-07
Position 6573: 3.921906063648691e-07
Position 22483: 3.814038515128326e-07
Position 22722: 3.6488922085547443e-07
Position 28168: 3.175037751738935e-07
Position 123: 3.1258816626170834e-07
Position 27859: 2.9740827839833145e-07
Position 7442: 2.781086925982219e-07
Position 22419: 2.1767693171586975e-07
Position 20255: 2.067563465457859e-07
Position 17945: 1.8894847102795727e-07
Position 17176: 1.819878209021305e-07
Position 18894: 1.7876641864319114e-07
Position 6519: 1.7387384409091737e-07
Position 693: 1.7181848159676937e-07
Position 6603: 1.5865041024667263e-07
Position 19231: 1.5455285212332412e-07
Position 19359: 1.2718383682394627e-07
Position 7149: 1.0186349795342103e-07
Position 19025: 9.870485412454698e-08
Position 23421: 7.492279302373032e-08
Position 15834: 5.677309904834903e-08
Position 17556: 5.417864809835834e-08
Position 18988: 5.202996065496937e-08
Position 3156: 4.636786280049637e-08
Position 7592: 4.422616499242309e-08
Position 3887: 3.891502316951444e-08
Position 18465: 3.7713116689964854e-08
Position 15849: 3.753971357199248e-08
Position 23495: 3.4130602106718073e-08
Position 3090: 3.057049432479912e-08
Position 7415: 2.494915198920057e-08
Position 18385: 2.400776926196366e-08
Position 9325: 1.905661730224268e-08
Position 9254: 1.8679115388780157e-08
Position 23339: 1.7410804101989113e-08
Position 322: 1.6175002030081844e-08
Position 15752: 1.2424394169392804e-08
Position 18052: 9.287994592559565e-09
Position 22431: 8.10536184461825e-09
Position 18613: 7.583177896076033e-09
Position 15812: 4.829463753134587e-09
Position 19004: 3.6856255421106214e-09
Position 18424: 3.3829778254863023e-09
Position 18979: 2.7815183692228437e-09
Position 18124: 1.9880980988539934e-09
Position 18107: 1.977953281975438e-09
Position 18349: 1.9598364291328254e-09
Position 5070: 1.4607198320494547e-09
Position 600: 1.2633617085767595e-09
Position 6858: 9.863419558890004e-10
Position 18599: 8.756881120077062e-10
Position 19095: 8.709412791413113e-10
Position 27767: 8.023133786045582e-10
Position 18981: 3.628049747258363e-10
Position 18415: 2.466614060924306e-10
Position 18436: 1.1014981715644037e-10
Position 17965: 6.151369199828285e-11
Position 17935: 4.910366306174847e-11
Position 27256: 6.140115676601935e-12
Position 3716: 3.960295724387351e-12
Position 3597: 1.387475071723831e-12
Position 27262: 8.825737092299998e-13
Position 17368: 3.9167821775470683e-13
Position 983: 2.0811748383537503e-13
Position 27214: 7.881677084355134e-14
Position 27402: 3.272775807358935e-14
Position 27417: 1.610437150068986e-14
Position 17547: 1.587439474453152e-18
Position 27219: 2.6341598131459816e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 23213: 0.9998103180892031
Position 6510: 0.9995134260227001
Position 14441: 0.9991403484273724
Position 7400: 0.9990575199825197
Position 27199: 0.9989205103399131
Position 17890: 0.9983551393129578
Position 6796: 0.9976056791201737
Position 17169: 0.9967548065403902
Position 18086: 0.9951196684664856
Position 26930: 0.9926832633718485
Position 19017: 0.991013404904592
Position 27390: 0.9900539933632233
Position 15746: 0.9884597502881741
Position 15969: 0.9843015532844085
Position 22181: 0.9833273028429219
Position 14037: 0.9759959155745754
Position 16808: 0.9666509667247996
Position 2967: 0.9552066382775851
Position 8997: 0.8814303101516024
Position 3302: 0.8205295472951557
Position 17000: 0.759822737901131
Position 7746: 0.686504003965346
Position 25027: 0.48169849216196886
Position 8318: 0.45894916069036296
Position 5572: 0.30977869110486056
Position 5324: 0.1958774671323129
Position 17060: 0.18327826768614036
Position 26339: 0.1756672530849157
Position 14630: 0.1579315984314619
Position 5624: 0.13702949288423363
Position 15437: 0.10447926409521707
Position 26724: 0.09483581269027819
Position 24958: 0.09136023029577049
Position 5768: 0.08232564701896188
Position 19748: 0.07994050893619045
Position 7797: 0.07893194227915054
Position 9626: 0.0680146374266448
Position 311: 0.06682869697238021
Position 8959: 0.06438554820130266
Position 22709: 0.06389677579149583
Position 502: 0.051874284743832835
Position 7923: 0.04935135003087265
Position 9214: 0.04629694504277413
Position 12440: 0.04554306591650753
Position 9168: 0.04518160804755688
Position 4587: 0.04014986954720967
Position 15165: 0.03955329828992881
Position 16534: 0.03852805044516885
Position 24103: 0.03144538672968298
Position 8163: 0.029062260037839217
Position 14281: 0.028734502721005892
Position 17018: 0.028511194039744947
Position 15228: 0.027510823346744935
Position 12299: 0.026782995772148797
Position 1234: 0.02514942684790148
Position 19486: 0.023383565226391494
Position 26854: 0.022715280622172235
Position 12646: 0.021697896179362203
Position 979: 0.021694313498882435
Position 3434: 0.021584128689991953
Position 4157: 0.020600515448480964
Position 3130: 0.019781068258954832
Position 28396: 0.01971911958188074
Position 26216: 0.019165137268485306
Position 16681: 0.017050002610447427
Position 14176: 0.016816075628531758
Position 1423: 0.0156039454314356
Position 25755: 0.015570901062553474
Position 10995: 0.015123701940911085
Position 1692: 0.0150788320704895
Position 16086: 0.014675211941789657
Position 28318: 0.014004105652408606
Position 4769: 0.013827660957756956
Position 24644: 0.013031400813660807
Position 5881: 0.01281745646056395
Position 16380: 0.012472542499680798
Position 10787: 0.01179866469427452
Position 9672: 0.011157300281020976
Position 28559: 0.010352545818838833
Position 8533: 0.010001195895439312
Position 2306: 0.009923550311830882
Position 23376: 0.009835472045348846
Position 24792: 0.009712510018393555
Position 23558: 0.009538480024976207
Position 4208: 0.008725015156445453
Position 9243: 0.008476528895128963
Position 16287: 0.008228444728900464
Position 8474: 0.008176004510196839
Position 12420: 0.008078665877286366
Position 9410: 0.008074584665326592
Position 21849: 0.007876099218518241
Position 15782: 0.007677337544429113
Position 9750: 0.0073700975012769435
Position 22254: 0.007294909782550047
Position 11572: 0.007144383029490225
Position 19292: 0.007108713594436706
Position 26987: 0.007069917070741131
Position 6187: 0.007022939421755165
Position 27438: 0.006967419487811174
Position 1658: 0.006804386871339294
Position 983: 0.00675104042664733
Position 726: 0.0067157444498315896
Position 15169: 0.00665655976442172
Position 12068: 0.0065306333113104
Position 11432: 0.006364185606641674
Position 4590: 0.006344249830244709
Position 10270: 0.006309281195784028
Position 7180: 0.005913784236743334
Position 4163: 0.005761970096523985
Position 25982: 0.005458142232026309
Position 5749: 0.005421451369291412
Position 4524: 0.005357022693625201
Position 4934: 0.0053023916756611365
Position 5419: 0.005298591957157429
Position 23884: 0.005247485412938739
Position 9745: 0.005109075105018661
Position 12792: 0.004982379569893867
Position 20650: 0.004625026086855742
Position 21905: 0.004322298315688023
Position 15183: 0.004310252739425419
Position 4775: 0.004179158126908502
Position 11467: 0.004039356748434504
Position 17011: 0.004017244141550366
Position 7937: 0.003815509425155582
Position 10736: 0.003783658408053904
Position 8001: 0.0037744249615629566
Position 4450: 0.0035818087254761424
Position 4408: 0.003572136972710478
Position 10131: 0.003533268245411043
Position 18101: 0.0033963139572980353
Position 19525: 0.003290606249349849
Position 22206: 0.00314638547955259
Position 22676: 0.0030581186427629144
Position 16718: 0.00301651724872334
Position 3337: 0.0029647386000549963
Position 15511: 0.0028775522549864215
Position 10246: 0.002759596254779088
Position 23738: 0.0026498432757039087
Position 24126: 0.002648255132812943
Position 10954: 0.0026398108377418666
Position 8883: 0.0026023847799389477
Position 1465: 0.0025835573786092696
Position 8204: 0.0023719001409367893
Position 17091: 0.0023493457971715537
Position 20504: 0.00231557337705718
Position 2518: 0.002312499740612205
Position 19201: 0.002248240899140482
Position 10091: 0.0022163757713509038
Position 20307: 0.0022086900104929066
Position 16734: 0.00217831292476909
Position 1780: 0.0021779869030766103
Position 18766: 0.0021510756340092562
Position 20585: 0.002062928952552608
Position 20263: 0.001956827300260356
Position 401: 0.0018645080519628541
Position 16406: 0.0018401637656436905
Position 8625: 0.0018179750835709287
Position 18699: 0.0017927251948564543
Position 22871: 0.00178767924071468
Position 16305: 0.0017817779849601551
Position 10910: 0.0017725432536528135
Position 10752: 0.0016639890749732076
Position 15690: 0.0016383769641943242
Position 23735: 0.0016160171462499282
Position 2199: 0.0016119507600834213
Position 8502: 0.0015999515790976542
Position 14805: 0.0015901260329370477
Position 13424: 0.0015470573388001196
Position 3178: 0.0015295724778032497
Position 1440: 0.001529550761600373
Position 23703: 0.0014925369893110541
Position 15548: 0.001488083083883097
Position 10643: 0.00142207114401895
Position 10290: 0.0013898749804409068
Position 8129: 0.0013781107586398789
Position 8558: 0.0013588566767468067
Position 7598: 0.0013409589907502786
Position 23395: 0.0013229930667094467
Position 16299: 0.0012984550466738885
Position 15294: 0.0012980587320774721
Position 18837: 0.0012646474415158402
Position 10398: 0.0012231702345241711
Position 7193: 0.0012097605109403318
Position 7199: 0.00119747134589808
Position 1026: 0.0011571198740221258
Position 19127: 0.0011036652522928507
